County,Year,Age (<4YO),Gender (M),White,African,Asian,Hispanic,Other,Rate (per 10k),Rate predict
Los Angeles,2005,0,1,0,0,0,1,0,69.54,49.3214888889
Los Angeles,2005,1,0,0,0,0,0,1,124.91,129.970444444
Los Angeles,2005,1,1,0,0,0,0,1,221.5,240.089666667
Los Angeles,2005,0,0,0,0,0,0,1,140.81,144.963027778
Los Angeles,2005,0,1,0,0,0,0,1,210.79,210.509511111
Los Angeles,2005,1,0,1,0,0,0,0,54.32,47.0334111111
Los Angeles,2005,1,1,1,0,0,0,0,114.94,105.654155556
Los Angeles,2005,0,0,1,0,0,0,0,38.51,27.4756555556
Los Angeles,2005,0,1,1,0,0,0,0,58.74,49.3214888889
Los Angeles,2006,1,0,0,1,0,0,0,251.11,243.929622222
Los Angeles,2006,1,1,0,1,0,0,0,438.69,438.077888889
Los Angeles,2006,0,0,0,1,0,0,0,145.22,147.206211111
Los Angeles,2006,0,1,0,1,0,0,0,225.7,239.751844444
Los Angeles,2006,1,0,0,0,1,0,0,29.09,45.1570793651
Los Angeles,2006,1,1,0,0,1,0,0,59.25,95.7449333333
Los Angeles,2006,0,0,0,0,1,0,0,13.55,19.8633111111
Los Angeles,2006,0,1,0,0,1,0,0,24.84,39.5426666667
Los Angeles,2006,1,0,0,0,0,1,0,63.57,45.1570793651
Los Angeles,2006,1,1,0,0,0,1,0,125.38,95.7449333333
Los Angeles,2006,0,0,0,0,0,1,0,37.85,19.8633111111
Los Angeles,2006,0,1,0,0,0,1,0,62.98,39.5426666667
Los Angeles,2006,1,0,0,0,0,0,1,150.7,143.134222222
Los Angeles,2006,1,1,0,0,0,0,1,307.45,276.284711111
Los Angeles,2006,0,0,0,0,0,0,1,155.93,146.071694444
Los Angeles,2006,0,1,0,0,0,0,1,238.28,213.316177778
Los Angeles,2006,1,0,1,0,0,0,0,45.89,45.1570793651
Los Angeles,2006,1,1,1,0,0,0,0,101.33,95.7449333333
Los Angeles,2006,0,0,1,0,0,0,0,36.47,19.8633111111
Los Angeles,2006,0,1,1,0,0,0,0,53.73,39.5426666667
Los Angeles,2007,1,0,0,1,0,0,0,224.24,243.590333333
Los Angeles,2007,1,1,0,1,0,0,0,431.24,433.962777778
Los Angeles,2007,0,0,0,1,0,0,0,144.76,154.491711111
Los Angeles,2007,0,1,0,1,0,0,0,224.17,236.970377778
Los Angeles,2007,1,0,0,0,1,0,0,26.6,42.6852222222
Los Angeles,2007,1,1,0,0,1,0,0,55.28,99.7467222222
Los Angeles,2007,0,0,0,0,1,0,0,12.52,31.0674222222
Los Angeles,2007,0,1,0,0,1,0,0,21.69,38.3012222222
Los Angeles,2007,1,0,0,0,0,1,0,64.52,42.6852222222
Los Angeles,2007,1,1,0,0,0,1,0,132.43,99.7467222222
Los Angeles,2007,0,0,0,0,0,1,0,38.06,31.0674222222
Los Angeles,2007,0,1,0,0,0,1,0,64.86,38.3012222222
Los Angeles,2007,1,0,0,0,0,0,1,135.55,130.065333333
Los Angeles,2007,1,1,0,0,0,0,1,275.25,261.506844444
Los Angeles,2007,0,0,0,0,0,0,1,138.09,139.625138889
Los Angeles,2007,0,1,0,0,0,0,1,221.83,194.949233333
Los Angeles,2007,1,0,1,0,0,0,0,48.8,42.6852222222
Los Angeles,2007,1,1,1,0,0,0,0,93.57,99.7467222222
Los Angeles,2007,0,0,1,0,0,0,0,32.55,31.0674222222
Los Angeles,2007,0,1,1,0,0,0,0,48.33,38.3012222222
Los Angeles,2008,1,0,0,1,0,0,0,220.2,236.425777778
Los Angeles,2008,1,1,0,1,0,0,0,410.48,442.737822222
Los Angeles,2008,0,0,0,1,0,0,0,153.56,153.364277778
Los Angeles,2008,0,1,0,1,0,0,0,224.75,235.057266667
Los Angeles,2008,1,0,0,0,1,0,0,28.87,38.0278666667
Los Angeles,2008,1,1,0,0,1,0,0,59.18,94.1270888889
Los Angeles,2008,0,0,0,0,1,0,0,12.96,28.4323333333
Los Angeles,2008,0,1,0,0,1,0,0,23.06,38.2871111111
Los Angeles,2008,1,0,0,0,0,1,0,62.89,38.0278666667
Los Angeles,2008,1,1,0,0,0,1,0,136.77,94.1270888889
Los Angeles,2008,0,0,0,0,0,1,0,40.04,28.4323333333
Los Angeles,2008,0,1,0,0,0,1,0,68.42,38.2871111111
Los Angeles,2008,1,0,0,0,0,0,1,105.6,109.348
Los Angeles,2008,1,1,0,0,0,0,1,221.97,215.227511111
Los Angeles,2008,0,0,0,0,0,0,1,118.4,103.40135
Los Angeles,2008,0,1,0,0,0,0,1,177.69,177.817955556
Los Angeles,2008,1,0,1,0,0,0,0,50.22,38.0278666667
Los Angeles,2008,1,1,1,0,0,0,0,105.96,94.1270888889
Los Angeles,2008,0,0,1,0,0,0,0,35.61,28.4323333333
Los Angeles,2008,0,1,1,0,0,0,0,50.26,38.2871111111
Los Angeles,2009,1,0,0,1,0,0,0,240.88,240.654977778
Los Angeles,2009,1,1,0,1,0,0,0,455.09,463.382111111
Los Angeles,2009,0,0,0,1,0,0,0,186.39,185.528866667
Los Angeles,2009,0,1,0,1,0,0,0,281.66,277.824611111
Los Angeles,2009,1,0,0,0,1,0,0,30.5,55.4463333333
Los Angeles,2009,1,1,0,0,1,0,0,66.7,127.5684
Los Angeles,2009,0,0,0,0,1,0,0,17.24,34.0183333333
Los Angeles,2009,0,1,0,0,1,0,0,28.17,73.1372222222
Los Angeles,2009,1,0,0,0,0,1,0,70.67,55.4463333333
Los Angeles,2009,1,1,0,0,0,1,0,156.82,127.5684
Los Angeles,2009,0,0,0,0,0,1,0,50.68,34.0183333333
Los Angeles,2009,0,1,0,0,0,1,0,89.45,73.1372222222
Los Angeles,2009,1,0,0,0,0,0,1,92.97,99.0736666667
Los Angeles,2009,1,1,0,0,0,0,1,227.37,213.291066667
Los Angeles,2009,0,0,0,0,0,0,1,116.03,99.9932777778
Los Angeles,2009,0,1,0,0,0,0,1,173.1,132.683666667
Los Angeles,2009,1,0,1,0,0,0,0,53.74,55.4463333333
Los Angeles,2009,1,1,1,0,0,0,0,104.72,127.5684
Los Angeles,2009,0,0,1,0,0,0,0,44.46,34.0183333333
Los Angeles,2009,0,1,1,0,0,0,0,63.0,73.1372222222
Los Angeles,2010,1,0,0,1,0,0,0,261.05,247.156866667
Los Angeles,2010,1,1,0,1,0,0,0,493.39,476.4914
Los Angeles,2010,0,0,0,1,0,0,0,163.67,173.747244444
Los Angeles,2010,0,1,0,1,0,0,0,243.26,247.0585
Los Angeles,2010,1,0,0,0,1,0,0,34.76,56.4189
Los Angeles,2010,1,1,0,0,1,0,0,69.4,111.820666667
Los Angeles,2010,0,0,0,0,1,0,0,13.01,30.3351333333
Los Angeles,2010,0,1,0,0,1,0,0,24.28,67.9272222222
Los Angeles,2010,1,0,0,0,0,1,0,79.5,56.4189
Los Angeles,2010,1,1,0,0,0,1,0,158.02,111.820666667
Los Angeles,2010,0,0,0,0,0,1,0,48.34,30.3351333333
Los Angeles,2010,0,1,0,0,0,1,0,80.59,67.9272222222
Los Angeles,2010,1,0,0,0,0,0,1,110.22,103.675
Los Angeles,2010,1,1,0,0,0,0,1,178.62,195.6564
Los Angeles,2010,0,0,0,0,0,0,1,80.94,89.1722333333
Los Angeles,2010,0,1,0,0,0,0,1,138.72,128.428
Los Angeles,2010,1,0,1,0,0,0,0,51.24,56.4189
Los Angeles,2010,1,1,1,0,0,0,0,90.51,111.820666667
Los Angeles,2010,0,0,1,0,0,0,0,33.03,30.3351333333
Los Angeles,2010,0,1,1,0,0,0,0,54.02,67.9272222222
Los Angeles,2011,1,0,0,1,0,0,0,260.23,255.908711111
Los Angeles,2011,1,1,0,1,0,0,0,460.28,446.183777778
Los Angeles,2011,0,0,0,1,0,0,0,173.14,177.045111111
Los Angeles,2011,0,1,0,1,0,0,0,255.91,271.085055556
Los Angeles,2011,1,0,0,0,1,0,0,27.3,61.6077777778
Los Angeles,2011,1,1,0,0,1,0,0,70.88,113.905755556
Los Angeles,2011,0,0,0,0,1,0,0,13.87,18.3285555556
Los Angeles,2011,0,1,0,0,1,0,0,23.7,58.551
Los Angeles,2011,1,0,0,0,0,1,0,74.86,61.6077777778
Los Angeles,2011,1,1,0,0,0,1,0,150.52,113.905755556
Los Angeles,2011,0,0,0,0,0,1,0,52.19,18.3285555556
Los Angeles,2011,0,1,0,0,0,1,0,89.72,58.551
Los Angeles,2011,1,0,0,0,0,0,1,104.51,101.557333333
Los Angeles,2011,1,1,0,0,0,0,1,180.58,186.180355556
Los Angeles,2011,0,0,0,0,0,0,1,84.04,91.0317111111
Los Angeles,2011,0,1,0,0,0,0,1,135.84,131.170333333
Los Angeles,2011,1,0,1,0,0,0,0,56.76,61.6077777778
Los Angeles,2011,1,1,1,0,0,0,0,100.18,113.905755556
Los Angeles,2011,0,0,1,0,0,0,0,37.32,18.3285555556
Los Angeles,2011,0,1,1,0,0,0,0,59.4,58.551
Los Angeles,2012,1,0,0,1,0,0,0,255.0,246.317222222
Los Angeles,2012,1,1,0,1,0,0,0,474.13,464.547944444
Los Angeles,2012,0,0,0,1,0,0,0,187.75,180.399611111
Los Angeles,2012,0,1,0,1,0,0,0,290.18,282.787333333
Los Angeles,2012,1,0,0,0,1,0,0,35.14,50.4367555556
Los Angeles,2012,1,1,0,0,1,0,0,56.83,117.450488889
Los Angeles,2012,0,0,0,0,1,0,0,16.17,37.7320555556
Los Angeles,2012,0,1,0,0,1,0,0,33.04,39.4103333333
Los Angeles,2012,1,0,0,0,0,1,0,73.09,50.4367555556
Los Angeles,2012,1,1,0,0,0,1,0,156.81,117.450488889
Los Angeles,2012,0,0,0,0,0,1,0,52.45,37.7320555556
Los Angeles,2012,0,1,0,0,0,1,0,93.11,39.4103333333
Los Angeles,2012,1,0,0,0,0,0,1,103.41,102.998
Los Angeles,2012,1,1,0,0,0,0,1,200.86,205.247066667
Los Angeles,2012,0,0,0,0,0,0,1,74.8,91.8269333333
Los Angeles,2012,0,1,0,0,0,0,1,124.82,147.508066667
Los Angeles,2012,1,0,1,0,0,0,0,46.97,50.4367555556
Los Angeles,2012,1,1,1,0,0,0,0,86.74,117.450488889
Los Angeles,2012,0,0,1,0,0,0,0,38.29,37.7320555556
Los Angeles,2012,0,1,1,0,0,0,0,57.5,39.4103333333
Los Angeles,2013,1,0,0,1,0,0,0,225.44,234.773644444
Los Angeles,2013,1,1,0,1,0,0,0,431.04,455.246344444
Los Angeles,2013,0,0,0,1,0,0,0,179.15,182.0474
Los Angeles,2013,0,1,0,1,0,0,0,287.02,285.735166667
Los Angeles,2013,1,0,0,0,1,0,0,26.19,48.8881761905
Los Angeles,2013,1,1,0,0,1,0,0,47.61,115.054444444
Los Angeles,2013,0,0,0,0,1,0,0,18.09,42.2050666667
Los Angeles,2013,0,1,0,0,1,0,0,28.09,60.0362666667
Los Angeles,2013,1,0,0,0,0,1,0,71.62,48.8881761905
Los Angeles,2013,1,1,0,0,0,1,0,141.51,115.054444444
Los Angeles,2013,0,0,0,0,0,1,0,55.75,42.2050666667
Los Angeles,2013,0,1,0,0,0,1,0,98.28,60.0362666667
Los Angeles,2013,1,0,0,0,0,0,1,96.11,98.1741666667
Los Angeles,2013,1,1,0,0,0,0,1,214.78,204.646066667
Los Angeles,2013,0,0,0,0,0,0,1,78.38,81.1666666667
Los Angeles,2013,0,1,0,0,0,0,1,131.26,127.006333333
Los Angeles,2013,1,0,1,0,0,0,0,45.5,48.8881761905
Los Angeles,2013,1,1,1,0,0,0,0,71.95,115.054444444
Los Angeles,2013,0,0,1,0,0,0,0,34.46,42.2050666667
Los Angeles,2013,0,1,1,0,0,0,0,57.65,60.0362666667
Los Angeles,2014,1,0,0,1,0,0,0,247.9,247.995266667
Los Angeles,2014,1,1,0,1,0,0,0,416.86,454.154777778
Los Angeles,2014,0,0,0,1,0,0,0,194.3,189.268555556
Los Angeles,2014,0,1,0,1,0,0,0,312.75,290.599611111
Los Angeles,2014,1,0,0,0,1,0,0,23.48,60.8147333333
Los Angeles,2014,1,1,0,0,1,0,0,48.53,108.860666667
Los Angeles,2014,0,0,0,0,1,0,0,15.4,27.7989444444
Los Angeles,2014,0,1,0,0,1,0,0,32.89,49.07
Los Angeles,2014,1,0,0,0,0,1,0,70.09,60.8147333333
Los Angeles,2014,1,1,0,0,0,1,0,134.56,108.860666667
Los Angeles,2014,0,0,0,0,0,1,0,60.47,27.7989444444
Los Angeles,2014,0,1,0,0,0,1,0,101.05,49.07
Los Angeles,2014,1,0,0,0,0,0,1,94.5,97.7019444444
Los Angeles,2014,1,1,0,0,0,0,1,189.94,201.299466667
Los Angeles,2014,0,0,0,0,0,0,1,81.04,91.3050444444
Los Angeles,2014,0,1,0,0,0,0,1,133.77,134.485666667
Los Angeles,2014,1,0,1,0,0,0,0,35.16,60.8147333333
Los Angeles,2014,1,1,1,0,0,0,0,68.91,108.860666667
Los Angeles,2014,0,0,1,0,0,0,0,39.18,27.7989444444
Los Angeles,2014,0,1,1,0,0,0,0,54.63,49.07
Madera,2005,1,0,0,0,0,1,0,134.96,135.608111111
Madera,2005,1,1,0,0,0,1,0,272.37,234.397433333
Madera,2005,0,0,0,0,0,1,0,57.37,51.5642
Madera,2005,0,1,0,0,0,1,0,49.48,70.0346666667
Madera,2005,1,0,1,0,0,0,0,137.78,135.608111111
Madera,2005,1,1,1,0,0,0,0,200.86,234.397433333
Madera,2005,0,0,1,0,0,0,0,35.59,51.5642
Madera,2005,0,1,1,0,0,0,0,85.41,70.0346666667
Madera,2006,1,1,0,1,0,0,0,1326.53,1218.00553333
Madera,2006,1,0,0,0,0,1,0,159.61,161.657666667
Madera,2006,1,1,0,0,0,1,0,300.88,227.942911111
Madera,2006,0,0,0,0,0,1,0,57.67,59.563
Madera,2006,0,1,0,0,0,1,0,83.67,83.1130666667
Madera,2006,1,0,1,0,0,0,0,158.5,161.657666667
Madera,2006,1,1,1,0,0,0,0,217.55,227.942911111
Madera,2006,0,1,1,0,0,0,0,88.88,83.1130666667
Madera,2007,1,0,0,0,0,1,0,212.67,190.816866667
Madera,2007,1,1,0,0,0,1,0,318.98,286.723711111
Madera,2007,0,0,0,0,0,1,0,55.07,57.076
Madera,2007,0,1,0,0,0,1,0,83.95,73.9038888889
Madera,2007,1,0,1,0,0,0,0,140.64,190.816866667
Madera,2007,1,1,1,0,0,0,0,214.02,286.723711111
Madera,2007,0,0,1,0,0,0,0,57.22,57.076
Madera,2007,0,1,1,0,0,0,0,58.65,73.9038888889
Madera,2008,1,1,0,1,0,0,0,1413.04,1149.47375556
Madera,2008,0,1,0,1,0,0,0,560.13,540.978111111
Madera,2008,1,0,0,0,0,1,0,170.9,140.314866667
Madera,2008,1,1,0,0,0,1,0,336.83,312.121588889
Madera,2008,0,0,0,0,0,1,0,64.05,56.7396111111
Madera,2008,0,1,0,0,0,1,0,87.6,91.4737444444
Madera,2008,1,0,1,0,0,0,0,99.31,140.314866667
Madera,2008,1,1,1,0,0,0,0,278.21,312.121588889
Madera,2008,0,0,1,0,0,0,0,53.47,56.7396111111
Madera,2008,0,1,1,0,0,0,0,97.81,91.4737444444
Madera,2009,0,1,0,1,0,0,0,523.53,556.133733333
Madera,2009,1,0,0,0,0,1,0,130.54,161.2932
Madera,2009,1,1,0,0,0,1,0,278.64,239.956244444
Madera,2009,0,0,0,0,0,1,0,86.93,77.6676666667
Madera,2009,0,1,0,0,0,1,0,97.49,101.697266667
Madera,2009,1,1,0,0,0,0,1,969.7,730.045222222
Madera,2009,1,1,1,0,0,0,0,184.72,239.956244444
Madera,2009,0,0,1,0,0,0,0,85.46,77.6676666667
Madera,2009,0,1,1,0,0,0,0,107.68,101.697266667
Madera,2010,0,0,0,1,0,0,0,439.99,413.646644444
Madera,2010,0,1,0,1,0,0,0,631.46,605.685222222
Madera,2010,1,0,0,0,0,1,0,217.93,197.365888889
Madera,2010,1,1,0,0,0,1,0,361.92,269.197233333
Madera,2010,0,0,0,0,0,1,0,91.78,75.0395777778
Madera,2010,0,1,0,0,0,1,0,118.86,102.748466667
Madera,2010,1,1,0,0,0,0,1,828.03,789.304638095
Madera,2010,1,0,1,0,0,0,0,191.3,197.365888889
Madera,2010,1,1,1,0,0,0,0,318.97,269.197233333
Madera,2010,0,0,1,0,0,0,0,77.15,75.0395777778
Madera,2010,0,1,1,0,0,0,0,91.02,102.748466667
Madera,2011,0,0,0,1,0,0,0,416.7,487.103111111
Madera,2011,1,0,0,0,0,1,0,209.71,166.125666667
Madera,2011,1,1,0,0,0,1,0,338.76,230.838944444
Madera,2011,0,0,0,0,0,1,0,90.81,86.6196222222
Madera,2011,0,1,0,0,0,1,0,112.81,106.899266667
Madera,2011,1,0,1,0,0,0,0,117.97,166.125666667
Madera,2011,1,1,1,0,0,0,0,229.01,230.838944444
Madera,2011,0,0,1,0,0,0,0,81.47,86.6196222222
Madera,2011,0,1,1,0,0,0,0,103.59,106.899266667
Madera,2012,0,1,0,1,0,0,0,562.47,587.689111111
Madera,2012,1,0,0,0,0,1,0,161.29,171.664888889
Madera,2012,1,1,0,0,0,1,0,307.05,338.911066667
Madera,2012,0,0,0,0,0,1,0,101.44,96.4524666667
Madera,2012,0,1,0,0,0,1,0,150.9,104.476833333
Madera,2012,1,0,1,0,0,0,0,152.53,171.664888889
Madera,2012,1,1,1,0,0,0,0,433.67,338.911066667
Madera,2012,0,0,1,0,0,0,0,94.52,96.4524666667
Madera,2012,0,1,1,0,0,0,0,102.74,104.476833333
Madera,2013,0,1,0,1,0,0,0,760.48,598.678444444
Madera,2013,1,0,0,0,0,1,0,127.57,145.335555556
Madera,2013,1,1,0,0,0,1,0,261.77,256.3159
Madera,2013,0,0,0,0,0,1,0,62.22,80.1219111111
Madera,2013,0,1,0,0,0,1,0,117.67,90.5249111111
Madera,2013,1,1,1,0,0,0,0,234.7,256.3159
Madera,2013,0,0,1,0,0,0,0,86.35,80.1219111111
Madera,2013,0,1,1,0,0,0,0,60.69,90.5249111111
Madera,2014,1,0,0,0,0,1,0,190.41,153.462888889
Madera,2014,1,1,0,0,0,1,0,285.28,272.819
Madera,2014,0,0,0,0,0,1,0,85.12,88.4612222222
Madera,2014,0,1,0,0,0,1,0,136.85,110.388888889
Madera,2014,1,0,1,0,0,0,0,127.27,153.462888889
Madera,2014,1,1,1,0,0,0,0,240.96,272.819
Madera,2014,0,0,1,0,0,0,0,82.13,88.4612222222
Madera,2014,0,1,1,0,0,0,0,91.59,110.388888889
Marin,2005,0,1,0,1,0,0,0,304.41,288.029
Marin,2005,1,1,0,0,0,1,0,157.29,107.751888889
Marin,2005,0,1,0,0,0,1,0,55.17,36.9015555556
Marin,2005,0,1,0,0,0,0,1,163.14,137.388111111
Marin,2005,1,0,1,0,0,0,0,32.63,37.2320333333
Marin,2005,1,1,1,0,0,0,0,64.06,107.751888889
Marin,2005,0,0,1,0,0,0,0,16.65,21.6539333333
Marin,2005,0,1,1,0,0,0,0,32.75,36.9015555556
Marin,2006,1,1,0,0,0,1,0,117.51,60.7626111111
Marin,2006,0,0,0,0,0,1,0,49.15,30.5725
Marin,2006,0,1,0,0,0,1,0,56.54,44.5699206349
Marin,2006,0,1,0,0,0,0,1,141.59,134.638111111
Marin,2006,1,0,1,0,0,0,0,30.61,39.5433555556
Marin,2006,1,1,1,0,0,0,0,55.68,60.7626111111
Marin,2006,0,0,1,0,0,0,0,24.59,30.5725
Marin,2006,0,1,1,0,0,0,0,35.43,44.5699206349
Marin,2007,1,1,0,0,0,1,0,92.38,76.9816222222
Marin,2007,0,0,0,0,0,1,0,52.89,37.4896111111
Marin,2007,0,1,0,0,0,1,0,55.31,33.0816666667
Marin,2007,1,1,1,0,0,0,0,41.47,76.9816222222
Marin,2007,0,0,1,0,0,0,0,20.88,37.4896111111
Marin,2007,0,1,1,0,0,0,0,25.32,33.0816666667
Marin,2008,1,1,0,0,0,1,0,106.15,90.8004444444
Marin,2008,0,0,0,0,0,1,0,42.05,27.3304888889
Marin,2008,0,1,0,0,0,1,0,50.38,37.8116111111
Marin,2008,1,0,1,0,0,0,0,28.72,34.8775
Marin,2008,1,1,1,0,0,0,0,50.47,90.8004444444
Marin,2008,0,0,1,0,0,0,0,20.6,27.3304888889
Marin,2008,0,1,1,0,0,0,0,23.57,37.8116111111
Marin,2009,0,1,0,1,0,0,0,308.5,285.366666667
Marin,2009,1,0,0,0,0,1,0,67.45,46.3944555556
Marin,2009,1,1,0,0,0,1,0,128.21,83.2617777778
Marin,2009,0,1,0,0,0,1,0,40.94,42.6596666667
Marin,2009,1,0,1,0,0,0,0,36.07,46.3944555556
Marin,2009,1,1,1,0,0,0,0,45.05,83.2617777778
Marin,2009,0,0,1,0,0,0,0,26.97,27.5450444444
Marin,2009,0,1,1,0,0,0,0,27.63,42.6596666667
Marin,2010,0,1,0,1,0,0,0,327.72,255.6151
Marin,2010,1,1,0,0,0,1,0,87.24,77.1725555556
Marin,2010,0,0,0,0,0,1,0,32.84,26.2799111111
Marin,2010,0,1,0,0,0,1,0,76.69,60.4857111111
Marin,2010,1,0,1,0,0,0,0,29.51,43.4952222222
Marin,2010,1,1,1,0,0,0,0,81.91,77.1725555556
Marin,2010,0,0,1,0,0,0,0,24.34,26.2799111111
Marin,2010,0,1,1,0,0,0,0,29.58,60.4857111111
Marin,2011,0,1,0,1,0,0,0,262.71,255.6151
Marin,2011,1,1,0,0,0,1,0,86.07,70.9271666667
Marin,2011,0,0,0,0,0,1,0,57.22,20.8859555556
Marin,2011,0,1,0,0,0,1,0,81.2,52.5592222222
Marin,2011,1,0,1,0,0,0,0,31.93,44.4062222222
Marin,2011,1,1,1,0,0,0,0,55.17,70.9271666667
Marin,2011,0,0,1,0,0,0,0,18.61,20.8859555556
Marin,2011,0,1,1,0,0,0,0,33.44,52.5592222222
Marin,2012,1,1,0,0,0,1,0,90.04,79.9249444444
Marin,2012,0,0,0,0,0,1,0,36.81,19.2077333333
Marin,2012,0,1,0,0,0,1,0,51.48,45.1900888889
Marin,2012,1,1,1,0,0,0,0,75.29,79.9249444444
Marin,2012,0,0,1,0,0,0,0,15.47,19.2077333333
Marin,2012,0,1,1,0,0,0,0,23.41,45.1900888889
Marin,2013,0,0,0,0,0,1,0,47.63,29.9281555556
Marin,2013,0,1,0,0,0,1,0,45.59,41.1371
Marin,2013,1,1,1,0,0,0,0,59.59,67.9962222222
Marin,2013,0,0,1,0,0,0,0,17.38,29.9281555556
Marin,2013,0,1,1,0,0,0,0,26.36,41.1371
Marin,2014,0,1,0,1,0,0,0,315.09,255.162233333
Marin,2014,1,1,0,0,0,1,0,145.45,98.6205555556
Marin,2014,0,0,0,0,0,1,0,35.19,30.7606888889
Marin,2014,0,1,0,0,0,1,0,61.6,44.3892777778
Marin,2014,1,1,1,0,0,0,0,50.1,98.6205555556
Marin,2014,0,0,1,0,0,0,0,29.46,30.7606888889
Marin,2014,0,1,1,0,0,0,0,23.73,44.3892777778
Mendocino,2005,0,1,0,0,0,0,1,226.18,208.257166667
Mendocino,2005,1,1,1,0,0,0,0,228.11,217.456477778
Mendocino,2005,0,0,1,0,0,0,0,33.1,44.5340666667
Mendocino,2005,0,1,1,0,0,0,0,69.95,73.2754444444
Mendocino,2006,1,1,0,0,0,1,0,155.64,140.810344444
Mendocino,2006,1,1,1,0,0,0,0,106.3,140.810344444
Mendocino,2006,0,0,1,0,0,0,0,83.63,67.5623333333
Mendocino,2006,0,1,1,0,0,0,0,68.51,70.0887777778
Mendocino,2007,1,1,0,0,0,1,0,160.38,173.692222222
Mendocino,2007,1,1,1,0,0,0,0,185.19,173.692222222
Mendocino,2007,0,0,1,0,0,0,0,70.04,54.9648222222
Mendocino,2007,0,1,1,0,0,0,0,78.7,76.8371777778
Mendocino,2008,0,1,0,0,0,1,0,58.42,71.1596666667
Mendocino,2008,1,1,1,0,0,0,0,161.41,154.885549206
Mendocino,2008,0,0,1,0,0,0,0,77.47,71.1125777778
Mendocino,2008,0,1,1,0,0,0,0,81.6,71.1596666667
Mendocino,2009,1,1,0,0,0,1,0,190.56,187.154871429
Mendocino,2009,0,0,0,0,0,1,0,49.17,59.082615873
Mendocino,2009,0,1,0,0,0,1,0,46.63,74.3679603175
Mendocino,2009,1,0,1,0,0,0,0,100.5,200.363222222
Mendocino,2009,1,1,1,0,0,0,0,204.08,187.154871429
Mendocino,2009,0,1,1,0,0,0,0,90.47,74.3679603175
Mendocino,2010,1,1,0,0,0,1,0,129.53,173.838438095
Mendocino,2010,0,1,0,0,0,1,0,133.42,100.9892
Mendocino,2010,1,1,1,0,0,0,0,206.9,173.838438095
Mendocino,2010,0,0,1,0,0,0,0,73.16,68.8905
Mendocino,2010,0,1,1,0,0,0,0,97.42,100.9892
Mendocino,2011,1,1,0,0,0,1,0,162.75,162.703238095
Mendocino,2011,0,1,0,0,0,1,0,93.08,75.1149444444
Mendocino,2011,1,1,1,0,0,0,0,121.4,162.703238095
Mendocino,2011,0,0,1,0,0,0,0,81.76,74.0213333333
Mendocino,2011,0,1,1,0,0,0,0,67.57,75.1149444444
Mendocino,2012,0,1,0,0,0,1,0,64.32,68.9956444444
Mendocino,2012,1,1,1,0,0,0,0,113.21,124.387438095
Mendocino,2012,0,0,1,0,0,0,0,68.14,67.7841111111
Mendocino,2012,0,1,1,0,0,0,0,87.89,68.9956444444
Mendocino,2013,0,1,0,0,0,1,0,61.76,52.0636
Mendocino,2013,1,1,1,0,0,0,0,135.95,131.831222222
Mendocino,2013,0,0,1,0,0,0,0,46.51,49.7356
Mendocino,2013,0,1,1,0,0,0,0,42.78,52.0636
Mendocino,2014,0,1,0,0,0,1,0,103.13,69.4952777778
Mendocino,2014,1,0,0,0,0,0,1,557.77,397.782333333
Mendocino,2014,0,0,1,0,0,0,0,50.03,70.7751333333
Mendocino,2014,0,1,1,0,0,0,0,67.7,69.4952777778
Merced,2005,1,1,0,1,0,0,0,533.81,869.07584127
Merced,2005,0,1,0,1,0,0,0,216.41,333.996511111
Merced,2005,1,0,0,0,0,1,0,45.69,86.225
Merced,2005,1,1,0,0,0,1,0,117.52,143.964588889
Merced,2005,0,0,0,0,0,1,0,34.88,52.2988333333
Merced,2005,0,1,0,0,0,1,0,47.29,63.4758
Merced,2005,1,0,1,0,0,0,0,101.22,86.225
Merced,2005,1,1,1,0,0,0,0,96.82,143.964588889
Merced,2005,0,0,1,0,0,0,0,70.18,52.2988333333
Merced,2005,0,1,1,0,0,0,0,78.42,63.4758
Merced,2006,1,1,0,1,0,0,0,800.0,810.485174603
Merced,2006,0,1,0,1,0,0,0,473.32,388.502622222
Merced,2006,1,0,0,0,0,1,0,83.04,102.756555556
Merced,2006,1,1,0,0,0,1,0,211.79,218.101888889
Merced,2006,0,0,0,0,0,1,0,36.59,55.1506444444
Merced,2006,0,1,0,0,0,1,0,63.51,73.3667333333
Merced,2006,1,0,1,0,0,0,0,107.9,102.756555556
Merced,2006,1,1,1,0,0,0,0,213.69,218.101888889
Merced,2006,0,0,1,0,0,0,0,77.9,55.1506444444
Merced,2006,0,1,1,0,0,0,0,81.22,73.3667333333
Merced,2007,1,0,0,1,0,0,0,487.8,522.507422222
Merced,2007,1,1,0,1,0,0,0,721.0,742.524533333
Merced,2007,0,0,0,1,0,0,0,176.45,197.917733333
Merced,2007,0,1,0,1,0,0,0,320.07,410.213066667
Merced,2007,1,0,0,0,0,1,0,106.86,125.750088889
Merced,2007,1,1,0,0,0,1,0,192.01,247.802555556
Merced,2007,0,0,0,0,0,1,0,40.52,54.2653333333
Merced,2007,0,1,0,0,0,1,0,51.9,88.2339333333
Merced,2007,1,0,1,0,0,0,0,117.96,125.750088889
Merced,2007,1,1,1,0,0,0,0,283.63,247.802555556
Merced,2007,0,0,1,0,0,0,0,75.5,54.2653333333
Merced,2007,0,1,1,0,0,0,0,95.47,88.2339333333
