County,Year,Rate (per 10k)
Lake,2014,59.48
Lake,2014,92.14
Los Angeles,2005,250.13
Los Angeles,2005,433.09
Los Angeles,2005,141.94
Los Angeles,2005,230.78
Los Angeles,2005,32.07
Los Angeles,2005,60.38
Los Angeles,2005,13.13
Los Angeles,2005,25.88
Los Angeles,2005,64.25
Los Angeles,2005,130.09
Los Angeles,2005,42.56
Los Angeles,2005,69.54
Los Angeles,2005,124.91
Los Angeles,2005,221.5
Los Angeles,2005,140.81
Los Angeles,2005,210.79
Los Angeles,2005,54.32
Los Angeles,2005,114.94
Los Angeles,2005,38.51
Los Angeles,2005,58.74
Los Angeles,2006,251.11
Los Angeles,2006,438.69
Los Angeles,2006,145.22
Los Angeles,2006,225.7
Los Angeles,2006,29.09
Los Angeles,2006,59.25
Los Angeles,2006,13.55
Los Angeles,2006,24.84
Los Angeles,2006,63.57
Los Angeles,2006,125.38
Los Angeles,2006,37.85
Los Angeles,2006,62.98
Los Angeles,2006,150.7
Los Angeles,2006,307.45
Los Angeles,2006,155.93
Los Angeles,2006,238.28
Los Angeles,2006,45.89
Los Angeles,2006,101.33
Los Angeles,2006,36.47
Los Angeles,2006,53.73
Los Angeles,2007,224.24
Los Angeles,2007,431.24
Los Angeles,2007,144.76
Los Angeles,2007,224.17
Los Angeles,2007,26.6
Los Angeles,2007,55.28
Los Angeles,2007,12.52
Los Angeles,2007,21.69
Los Angeles,2007,64.52
Los Angeles,2007,132.43
Los Angeles,2007,38.06
Los Angeles,2007,64.86
Los Angeles,2007,135.55
Los Angeles,2007,275.25
Los Angeles,2007,138.09
Los Angeles,2007,221.83
Los Angeles,2007,48.8
Los Angeles,2007,93.57
Los Angeles,2007,32.55
Los Angeles,2007,48.33
Los Angeles,2008,220.2
Los Angeles,2008,410.48
Los Angeles,2008,153.56
Los Angeles,2008,224.75
Los Angeles,2008,28.87
Los Angeles,2008,59.18
Los Angeles,2008,12.96
Los Angeles,2008,23.06
Los Angeles,2008,62.89
Los Angeles,2008,136.77
Los Angeles,2008,40.04
Los Angeles,2008,68.42
Los Angeles,2008,105.6
Los Angeles,2008,221.97
Los Angeles,2008,118.4
Los Angeles,2008,177.69
Los Angeles,2008,50.22
Los Angeles,2008,105.96
Los Angeles,2008,35.61
Los Angeles,2008,50.26
Los Angeles,2009,240.88
Los Angeles,2009,455.09
Los Angeles,2009,186.39
Los Angeles,2009,281.66
Los Angeles,2009,30.5
Los Angeles,2009,66.7
Los Angeles,2009,17.24
Los Angeles,2009,28.17
Los Angeles,2009,70.67
Los Angeles,2009,156.82
Los Angeles,2009,50.68
Los Angeles,2009,89.45
Los Angeles,2009,92.97
Los Angeles,2009,227.37
Los Angeles,2009,116.03
Los Angeles,2009,173.1
Los Angeles,2009,53.74
Los Angeles,2009,104.72
Los Angeles,2009,44.46
Los Angeles,2009,63.0
Los Angeles,2010,261.05
Los Angeles,2010,493.39
Los Angeles,2010,163.67
Los Angeles,2010,243.26
Los Angeles,2010,34.76
Los Angeles,2010,69.4
Los Angeles,2010,13.01
Los Angeles,2010,24.28
Los Angeles,2010,79.5
Los Angeles,2010,158.02
Los Angeles,2010,48.34
Los Angeles,2010,80.59
Los Angeles,2010,110.22
Los Angeles,2010,178.62
Los Angeles,2010,80.94
Los Angeles,2010,138.72
Los Angeles,2010,51.24
Los Angeles,2010,90.51
Los Angeles,2010,33.03
Los Angeles,2010,54.02
Los Angeles,2011,260.23
Los Angeles,2011,460.28
Los Angeles,2011,173.14
Los Angeles,2011,255.91
Los Angeles,2011,27.3
Los Angeles,2011,70.88
Los Angeles,2011,13.87
Los Angeles,2011,23.7
Los Angeles,2011,74.86
Los Angeles,2011,150.52
Los Angeles,2011,52.19
Los Angeles,2011,89.72
Los Angeles,2011,104.51
Los Angeles,2011,180.58
Los Angeles,2011,84.04
Los Angeles,2011,135.84
Los Angeles,2011,56.76
Los Angeles,2011,100.18
Los Angeles,2011,37.32
Los Angeles,2011,59.4
Los Angeles,2012,255.0
Los Angeles,2012,474.13
Los Angeles,2012,187.75
Los Angeles,2012,290.18
Los Angeles,2012,35.14
Los Angeles,2012,56.83
Los Angeles,2012,16.17
Los Angeles,2012,33.04
Los Angeles,2012,73.09
Los Angeles,2012,156.81
Los Angeles,2012,52.45
Los Angeles,2012,93.11
Los Angeles,2012,103.41
Los Angeles,2012,200.86
Los Angeles,2012,74.8
Los Angeles,2012,124.82
Los Angeles,2012,46.97
Los Angeles,2012,86.74
Los Angeles,2012,38.29
Los Angeles,2012,57.5
Los Angeles,2013,225.44
Los Angeles,2013,431.04
Los Angeles,2013,179.15
Los Angeles,2013,287.02
Los Angeles,2013,26.19
Los Angeles,2013,47.61
Los Angeles,2013,18.09
Los Angeles,2013,28.09
Los Angeles,2013,71.62
Los Angeles,2013,141.51
Los Angeles,2013,55.75
Los Angeles,2013,98.28
Los Angeles,2013,96.11
Los Angeles,2013,214.78
Los Angeles,2013,78.38
Los Angeles,2013,131.26
Los Angeles,2013,45.5
Los Angeles,2013,71.95
Los Angeles,2013,34.46
Los Angeles,2013,57.65
Los Angeles,2014,247.9
Los Angeles,2014,416.86
Los Angeles,2014,194.3
Los Angeles,2014,312.75
Los Angeles,2014,23.48
Los Angeles,2014,48.53
Los Angeles,2014,15.4
Los Angeles,2014,32.89
Los Angeles,2014,70.09
Los Angeles,2014,134.56
Los Angeles,2014,60.47
Los Angeles,2014,101.05
Los Angeles,2014,94.5
Los Angeles,2014,189.94
Los Angeles,2014,81.04
Los Angeles,2014,133.77
Los Angeles,2014,35.16
Los Angeles,2014,68.91
Los Angeles,2014,39.18
Los Angeles,2014,54.63
Madera,2005,134.96
Madera,2005,272.37
Madera,2005,57.37
Madera,2005,49.48
Madera,2005,137.78
Madera,2005,200.86
Madera,2005,35.59
Madera,2005,85.41
Madera,2006,1326.53
Madera,2006,159.61
Madera,2006,300.88
Madera,2006,57.67
Madera,2006,83.67
Madera,2006,158.5
Madera,2006,217.55
Madera,2006,88.88
Madera,2007,212.67
Madera,2007,318.98
Madera,2007,55.07
Madera,2007,83.95
Madera,2007,140.64
Madera,2007,214.02
Madera,2007,57.22
Madera,2007,58.65
Madera,2008,1413.04
Madera,2008,560.13
Madera,2008,170.9
Madera,2008,336.83
Madera,2008,64.05
Madera,2008,87.6
Madera,2008,99.31
Madera,2008,278.21
Madera,2008,53.47
Madera,2008,97.81
Madera,2009,523.53
Madera,2009,130.54
Madera,2009,278.64
Madera,2009,86.93
Madera,2009,97.49
Madera,2009,969.7
Madera,2009,184.72
Madera,2009,85.46
Madera,2009,107.68
Madera,2010,439.99
Madera,2010,631.46
Madera,2010,217.93
Madera,2010,361.92
Madera,2010,91.78
Madera,2010,118.86
Madera,2010,828.03
Madera,2010,191.3
Madera,2010,318.97
Madera,2010,77.15
Madera,2010,91.02
Madera,2011,416.7
Madera,2011,209.71
Madera,2011,338.76
Madera,2011,90.81
Madera,2011,112.81
Madera,2011,117.97
Madera,2011,229.01
Madera,2011,81.47
Madera,2011,103.59
Madera,2012,562.47
Madera,2012,161.29
Madera,2012,307.05
Madera,2012,101.44
Madera,2012,150.9
Madera,2012,152.53
Madera,2012,433.67
Madera,2012,94.52
Madera,2012,102.74
Madera,2013,760.48
Madera,2013,127.57
Madera,2013,261.77
Madera,2013,62.22
Madera,2013,117.67
Madera,2013,234.7
Madera,2013,86.35
Madera,2013,60.69
Madera,2014,190.41
Madera,2014,285.28
Madera,2014,85.12
Madera,2014,136.85
Madera,2014,127.27
Madera,2014,240.96
Madera,2014,82.13
Madera,2014,91.59
Marin,2005,304.41
Marin,2005,157.29
Marin,2005,55.17
Marin,2005,163.14
Marin,2005,32.63
Marin,2005,64.06
Marin,2005,16.65
Marin,2005,32.75
Marin,2006,117.51
Marin,2006,49.15
Marin,2006,56.54
Marin,2006,141.59
Marin,2006,30.61
Marin,2006,55.68
Marin,2006,24.59
Marin,2006,35.43
Marin,2007,92.38
Marin,2007,52.89
Marin,2007,55.31
Marin,2007,41.47
Marin,2007,20.88
Marin,2007,25.32
Marin,2008,106.15
Marin,2008,42.05
Marin,2008,50.38
Marin,2008,28.72
Marin,2008,50.47
Marin,2008,20.6
Marin,2008,23.57
Marin,2009,308.5
Marin,2009,67.45
Marin,2009,128.21
Marin,2009,40.94
Marin,2009,36.07
Marin,2009,45.05
Marin,2009,26.97
Marin,2009,27.63
Marin,2010,327.72
Marin,2010,87.24
Marin,2010,32.84
Marin,2010,76.69
Marin,2010,29.51
Marin,2010,81.91
Marin,2010,24.34
Marin,2010,29.58
Marin,2011,262.71
Marin,2011,86.07
Marin,2011,57.22
Marin,2011,81.2
Marin,2011,31.93
Marin,2011,55.17
Marin,2011,18.61
Marin,2011,33.44
Marin,2012,90.04
Marin,2012,36.81
Marin,2012,51.48
Marin,2012,75.29
Marin,2012,15.47
Marin,2012,23.41
Marin,2013,47.63
Marin,2013,45.59
Marin,2013,59.59
Marin,2013,17.38
Marin,2013,26.36
Marin,2014,315.09
Marin,2014,145.45
Marin,2014,35.19
Marin,2014,61.6
Marin,2014,50.1
Marin,2014,29.46
Marin,2014,23.73
Mendocino,2005,226.18
Mendocino,2005,228.11
Mendocino,2005,33.1
Mendocino,2005,69.95
Mendocino,2006,155.64
Mendocino,2006,106.3
Mendocino,2006,83.63
Mendocino,2006,68.51
Mendocino,2007,160.38
Mendocino,2007,185.19
Mendocino,2007,70.04
Mendocino,2007,78.7
Mendocino,2008,58.42
Mendocino,2008,161.41
Mendocino,2008,77.47
Mendocino,2008,81.6
Mendocino,2009,190.56
Mendocino,2009,49.17
Mendocino,2009,46.63
Mendocino,2009,100.5
Mendocino,2009,204.08
Mendocino,2009,90.47
Mendocino,2010,129.53
Mendocino,2010,133.42
Mendocino,2010,206.9
Mendocino,2010,73.16
Mendocino,2010,97.42
Mendocino,2011,162.75
Mendocino,2011,93.08
Mendocino,2011,121.4
Mendocino,2011,81.76
Mendocino,2011,67.57
Mendocino,2012,64.32
Mendocino,2012,113.21
Mendocino,2012,68.14
Mendocino,2012,87.89
Mendocino,2013,61.76
Mendocino,2013,135.95
Mendocino,2013,46.51
Mendocino,2013,42.78
Mendocino,2014,103.13
Mendocino,2014,557.77
Mendocino,2014,50.03
Mendocino,2014,67.7
Merced,2005,533.81
Merced,2005,216.41
Merced,2005,45.69
Merced,2005,117.52
Merced,2005,34.88
Merced,2005,47.29
Merced,2005,101.22
Merced,2005,96.82
Merced,2005,70.18
Merced,2005,78.42
Merced,2006,800.0
Merced,2006,473.32
Merced,2006,83.04
Merced,2006,211.79
Merced,2006,36.59
Merced,2006,63.51
Merced,2006,107.9
Merced,2006,213.69
Merced,2006,77.9
Merced,2006,81.22
Merced,2007,487.8
Merced,2007,721.0
Merced,2007,176.45
Merced,2007,320.07
Merced,2007,106.86
Merced,2007,192.01
Merced,2007,40.52
Merced,2007,51.9
Merced,2007,117.96
Merced,2007,283.63
Merced,2007,75.5
Merced,2007,95.47
Merced,2008,471.38
Merced,2008,642.2
Merced,2008,198.87
Merced,2008,433.0
Merced,2008,135.81
Merced,2008,198.94
Merced,2008,48.9
Merced,2008,71.75
Merced,2008,161.07
Merced,2008,297.82
Merced,2008,109.61
Merced,2008,99.23
Merced,2009,387.1
Merced,2009,662.46
Merced,2009,209.38
Merced,2009,567.71
Merced,2009,122.19
Merced,2009,209.3
Merced,2009,51.66
Merced,2009,95.59
Merced,2009,174.94
Merced,2009,244.77
Merced,2009,72.35
Merced,2009,112.78
Merced,2010,568.56
Merced,2010,903.23
Merced,2010,252.05
Merced,2010,550.45
Merced,2010,138.91
Merced,2010,253.52
Merced,2010,57.02
Merced,2010,96.94
Merced,2010,522.88
Merced,2010,257.43
Merced,2010,368.15
Merced,2010,123.01
Merced,2010,121.96
Merced,2011,945.45
Merced,2011,161.21
Merced,2011,511.82
Merced,2011,89.46
Merced,2011,195.8
Merced,2011,65.95
Merced,2011,100.54
Merced,2011,129.99
Merced,2011,263.16
Merced,2011,101.35
Merced,2011,122.64
Merced,2012,517.93
Merced,2012,928.27
Merced,2012,325.74
Merced,2012,576.62
Merced,2012,129.47
Merced,2012,248.8
Merced,2012,64.61
Merced,2012,111.27
Merced,2012,172.34
Merced,2012,224.95
Merced,2012,91.52
Merced,2012,113.04
Merced,2013,1090.05
Merced,2013,224.38
Merced,2013,360.25
Merced,2013,107.03
Merced,2013,227.21
Merced,2013,83.85
Merced,2013,117.37
Merced,2013,151.71
Merced,2013,247.9
Merced,2013,81.91
Merced,2013,121.92
Merced,2014,1322.75
Merced,2014,311.34
Merced,2014,440.64
Merced,2014,135.36
Merced,2014,240.53
Merced,2014,72.52
Merced,2014,152.4
Merced,2014,102.7
Merced,2014,262.33
Merced,2014,79.06
Merced,2014,112.8
Monterey,2005,235.97
Monterey,2005,76.99
Monterey,2005,57.08
Monterey,2005,120.59
Monterey,2005,36.68
Monterey,2005,57.24
Monterey,2005,254.37
Monterey,2005,359.94
Monterey,2005,106.37
Monterey,2005,191.41
Monterey,2005,69.64
Monterey,2005,85.88
Monterey,2005,54.19
Monterey,2005,67.84
Monterey,2006,679.61
Monterey,2006,270.71
Monterey,2006,233.81
Monterey,2006,76.35
Monterey,2006,46.82
Monterey,2006,125.33
Monterey,2006,49.14
Monterey,2006,65.23
Monterey,2006,289.86
Monterey,2006,85.86
Monterey,2006,145.17
Monterey,2006,43.31
Monterey,2006,104.1
Monterey,2006,27.89
Monterey,2006,45.42
Monterey,2007,173.59
Monterey,2007,319.79
Monterey,2007,64.28
Monterey,2007,150.79
Monterey,2007,41.89
Monterey,2007,67.35
Monterey,2007,253.38
Monterey,2007,261.01
Monterey,2007,162.58
Monterey,2007,196.09
Monterey,2007,55.01
Monterey,2007,106.24
Monterey,2007,35.53
Monterey,2007,41.85
Monterey,2008,398.25
Monterey,2008,74.88
Monterey,2008,157.73
Monterey,2008,49.61
Monterey,2008,66.56
Monterey,2008,44.71
Monterey,2008,106.72
Monterey,2008,24.32
Monterey,2008,39.42
Monterey,2009,276.16
Monterey,2009,63.67
Monterey,2009,141.67
Monterey,2009,51.35
Monterey,2009,92.51
Monterey,2009,152.78
Monterey,2009,96.01
Monterey,2009,93.28
Monterey,2009,34.76
Monterey,2009,53.82
Monterey,2010,375.57
Monterey,2010,88.52
Monterey,2010,171.63
Monterey,2010,46.19
Monterey,2010,91.0
Monterey,2010,331.01
Monterey,2010,139.35
Monterey,2010,162.44
Monterey,2010,71.49
Monterey,2010,171.17
Monterey,2010,26.27
Monterey,2010,53.08
Monterey,2011,316.54
Monterey,2011,68.99
Monterey,2011,161.93
Monterey,2011,63.61
Monterey,2011,90.35
Monterey,2011,239.73
Monterey,2011,115.16
Monterey,2011,153.54
Monterey,2011,96.87
Monterey,2011,38.18
Monterey,2011,53.34
Monterey,2012,295.57
Monterey,2012,85.6
Monterey,2012,151.01
Monterey,2012,54.23
Monterey,2012,82.87
Monterey,2012,206.19
Monterey,2012,103.12
Monterey,2012,77.96
Monterey,2012,53.17
Monterey,2012,56.34
Monterey,2013,625.0
Monterey,2013,304.67
Monterey,2013,104.4
Monterey,2013,167.03
Monterey,2013,55.38
Monterey,2013,95.02
Monterey,2013,135.83
Monterey,2013,59.59
Monterey,2013,49.97
Monterey,2013,53.32
Monterey,2014,91.59
Monterey,2014,129.86
Monterey,2014,59.28
Monterey,2014,93.65
Monterey,2014,95.56
Monterey,2014,79.39
Monterey,2014,59.52
Monterey,2014,60.79
Monterey,2014,38.08
Monterey,2014,46.79
Napa,2005,34.77
Napa,2005,30.71
Napa,2005,126.0
Napa,2005,49.98
Napa,2006,67.53
Napa,2006,52.53
Napa,2006,75.93
Napa,2006,31.46
Napa,2006,59.95
Napa,2007,60.86
Napa,2007,29.76
Napa,2007,73.55
Napa,2007,119.4
Napa,2007,24.64
Napa,2007,38.02
Napa,2008,69.09
Napa,2008,38.89
Napa,2008,85.57
Napa,2008,25.22
Napa,2008,25.23
Napa,2009,78.85
Napa,2009,28.37
Napa,2009,50.58
Napa,2009,104.78
Napa,2009,30.84
Napa,2009,59.01
Napa,2010,57.36
Napa,2010,97.56
Napa,2010,46.83
Napa,2010,58.82
Napa,2010,110.42
Napa,2010,54.59
Napa,2011,87.48
Napa,2011,25.77
Napa,2011,50.57
Napa,2011,31.1
Napa,2011,50.48
Napa,2012,151.86
Napa,2012,27.4
Napa,2012,43.21
Napa,2012,92.4
Napa,2012,60.97
Napa,2013,58.45
Napa,2013,196.98
Napa,2013,38.23
Napa,2013,30.4
Napa,2013,83.16
Napa,2013,30.01
Napa,2013,35.84
Napa,2014,63.05
Napa,2014,103.42
Napa,2014,47.12
Napa,2014,64.23
Napa,2014,108.11
Napa,2014,41.57
Napa,2014,58.51
Nevada,2005,87.34
Nevada,2005,47.53
Nevada,2005,64.49
Nevada,2006,78.96
Nevada,2006,32.76
Nevada,2006,49.3
Nevada,2007,69.61
Nevada,2007,65.6
Nevada,2007,73.38
Nevada,2008,101.93
Nevada,2008,48.11
Nevada,2008,64.54
Nevada,2009,102.35
Nevada,2009,54.22
Nevada,2009,63.94
Nevada,2010,108.77
Nevada,2010,101.31
Nevada,2010,38.74
Nevada,2010,65.42
Nevada,2011,192.31
Nevada,2011,36.22
Nevada,2011,70.24
Nevada,2012,120.71
Nevada,2012,55.04
Nevada,2012,46.31
Nevada,2013,134.79
Nevada,2013,39.05
Nevada,2014,77.37
Nevada,2014,28.18
Nevada,2014,33.65
Orange,2005,133.93
Orange,2005,410.12
Orange,2005,152.7
Orange,2005,182.97
Orange,2005,21.35
Orange,2005,61.59
Orange,2005,10.4
Orange,2005,25.59
Orange,2005,51.84
Orange,2005,99.53
Orange,2005,25.92
Orange,2005,46.64
Orange,2005,82.23
Orange,2005,115.29
Orange,2005,69.01
Orange,2005,82.66
Orange,2005,66.16
Orange,2005,116.89
Orange,2005,39.78
Orange,2005,54.44
Orange,2006,209.85
Orange,2006,275.31
Orange,2006,119.93
Orange,2006,137.7
Orange,2006,22.07
Orange,2006,58.54
Orange,2006,8.82
Orange,2006,24.26
Orange,2006,53.78
Orange,2006,84.42
Orange,2006,23.65
Orange,2006,39.08
Orange,2006,84.23
Orange,2006,136.87
Orange,2006,75.84
Orange,2006,89.35
Orange,2006,48.92
Orange,2006,96.35
Orange,2006,35.04
Orange,2006,46.38
Orange,2007,173.52
Orange,2007,328.89
Orange,2007,161.44
Orange,2007,138.75
Orange,2007,13.56
Orange,2007,45.54
Orange,2007,12.8
Orange,2007,16.91
Orange,2007,46.47
Orange,2007,98.3
Orange,2007,25.61
Orange,2007,43.1
Orange,2007,104.26
Orange,2007,148.88
Orange,2007,71.99
Orange,2007,106.09
Orange,2007,44.63
Orange,2007,101.44
Orange,2007,35.19
Orange,2007,45.97
Orange,2008,211.01
Orange,2008,345.13
Orange,2008,139.82
Orange,2008,171.79
Orange,2008,14.16
Orange,2008,47.26
Orange,2008,9.2
Orange,2008,20.51
Orange,2008,60.7
Orange,2008,112.31
Orange,2008,29.86
Orange,2008,49.27
Orange,2008,48.29
Orange,2008,106.11
Orange,2008,43.13
Orange,2008,79.4
Orange,2008,48.81
Orange,2008,105.81
Orange,2008,35.59
Orange,2008,45.03
Orange,2009,160.83
Orange,2009,461.68
Orange,2009,189.5
Orange,2009,221.15
Orange,2009,23.52
Orange,2009,54.13
Orange,2009,13.49
Orange,2009,29.64
Orange,2009,58.95
Orange,2009,125.19
Orange,2009,35.76
Orange,2009,68.62
Orange,2009,62.28
Orange,2009,132.52
Orange,2009,57.51
Orange,2009,80.42
Orange,2009,48.9
Orange,2009,98.2
Orange,2009,39.09
Orange,2009,52.97
Orange,2010,348.73
Orange,2010,484.62
Orange,2010,136.4
Orange,2010,220.61
Orange,2010,20.88
Orange,2010,59.36
Orange,2010,7.77
Orange,2010,22.47
Orange,2010,58.13
Orange,2010,124.73
Orange,2010,35.5
Orange,2010,63.79
Orange,2010,76.42
Orange,2010,120.66
Orange,2010,47.05
Orange,2010,62.69
Orange,2010,45.02
Orange,2010,103.39
Orange,2010,34.11
Orange,2010,45.86
Orange,2011,138.25
Orange,2011,313.22
Orange,2011,131.27
Orange,2011,222.41
Orange,2011,28.87
Orange,2011,55.94
Orange,2011,10.9
Orange,2011,24.28
Orange,2011,50.47
Orange,2011,111.67
Orange,2011,34.64
Orange,2011,58.0
Orange,2011,67.91
Orange,2011,127.28
Orange,2011,46.7
Orange,2011,59.27
Orange,2011,46.81
Orange,2011,83.79
Orange,2011,29.48
Orange,2011,43.7
Orange,2012,99.16
Orange,2012,354.45
Orange,2012,147.94
Orange,2012,233.28
Orange,2012,28.49
Orange,2012,50.02
Orange,2012,13.46
Orange,2012,22.42
Orange,2012,57.9
Orange,2012,121.51
Orange,2012,38.35
Orange,2012,69.19
Orange,2012,70.66
Orange,2012,144.22
Orange,2012,49.57
Orange,2012,71.46
Orange,2012,66.09
Orange,2012,109.35
Orange,2012,36.09
Orange,2012,48.51
Orange,2013,94.94
Orange,2013,223.42
Orange,2013,131.3
Orange,2013,226.03
Orange,2013,35.89
Orange,2013,42.55
Orange,2013,10.27
Orange,2013,24.94
Orange,2013,60.46
Orange,2013,110.29
Orange,2013,40.11
Orange,2013,60.95
Orange,2013,87.05
Orange,2013,166.6
Orange,2013,49.09
Orange,2013,87.84
Orange,2013,52.77
Orange,2013,92.19
Orange,2013,34.29
Orange,2013,52.42
Orange,2014,191.24
Orange,2014,251.52
Orange,2014,144.55
Orange,2014,220.2
Orange,2014,23.79
Orange,2014,51.38
Orange,2014,14.33
Orange,2014,26.59
Orange,2014,60.42
Orange,2014,113.62
Orange,2014,43.17
Orange,2014,70.11
Orange,2014,55.73
Orange,2014,142.02
Orange,2014,48.97
Orange,2014,55.46
Orange,2014,49.87
Orange,2014,94.29
Orange,2014,34.74
Orange,2014,50.57
Placer,2005,89.51
Placer,2005,111.31
Placer,2005,28.64
Placer,2005,55.2
Placer,2005,21.5
Placer,2005,32.72
Placer,2006,92.98
Placer,2006,33.42
Placer,2006,52.89
Placer,2006,23.09
Placer,2006,32.06
Placer,2007,102.63
Placer,2007,29.23
Placer,2007,25.09
Placer,2007,34.77
Placer,2007,17.27
Placer,2007,26.7
Placer,2008,86.58
Placer,2008,33.92
Placer,2008,68.3
Placer,2008,43.59
Placer,2008,72.84
Placer,2008,26.0
Placer,2008,30.6
Placer,2009,65.93
Placer,2009,20.84
Placer,2009,36.5
Placer,2009,50.42
Placer,2009,84.25
Placer,2009,39.75
Placer,2009,49.12
Placer,2010,58.56
Placer,2010,23.96
Placer,2010,50.56
Placer,2010,35.3
Placer,2010,80.93
Placer,2010,32.45
Placer,2010,37.68
Placer,2011,21.59
Placer,2011,38.86
Placer,2011,46.16
Placer,2011,65.73
Placer,2011,40.04
Placer,2011,32.15
Placer,2012,19.94
Placer,2012,28.27
Placer,2012,53.87
Placer,2012,80.26
Placer,2012,28.54
Placer,2012,32.76
Placer,2013,50.41
Placer,2013,63.06
Placer,2013,44.84
Placer,2013,29.86
Placer,2013,78.78
Placer,2013,33.91
Placer,2013,40.84
Placer,2014,441.01
Placer,2014,69.51
Placer,2014,20.95
Placer,2014,25.06
Placer,2014,26.61
Placer,2014,70.02
Placer,2014,45.59
Placer,2014,40.61
Riverside,2005,179.81
Riverside,2005,279.48
Riverside,2005,108.47
Riverside,2005,191.68
Riverside,2005,39.73
Riverside,2005,39.5
Riverside,2005,60.43
Riverside,2005,21.1
Riverside,2005,40.3
Riverside,2005,521.93
Riverside,2005,860.82
Riverside,2005,248.01
Riverside,2005,409.18
Riverside,2005,39.32
Riverside,2005,97.55
Riverside,2005,38.26
Riverside,2005,43.28
Riverside,2006,169.2
Riverside,2006,257.62
Riverside,2006,99.72
Riverside,2006,171.71
Riverside,2006,33.55
Riverside,2006,73.14
Riverside,2006,23.38
Riverside,2006,35.21
Riverside,2006,381.54
Riverside,2006,792.76
Riverside,2006,205.83
Riverside,2006,364.83
Riverside,2006,44.51
Riverside,2006,86.86
Riverside,2006,27.07
Riverside,2006,37.06
Riverside,2007,147.09
Riverside,2007,292.22
Riverside,2007,106.29
Riverside,2007,177.6
Riverside,2007,14.68
Riverside,2007,33.52
Riverside,2007,72.3
Riverside,2007,22.57
Riverside,2007,36.69
Riverside,2007,312.24
Riverside,2007,641.51
Riverside,2007,228.21
Riverside,2007,354.78
Riverside,2007,37.18
Riverside,2007,68.35
Riverside,2007,24.47
Riverside,2007,34.97
Riverside,2008,175.4
Riverside,2008,267.55
Riverside,2008,109.57
Riverside,2008,166.7
Riverside,2008,40.88
Riverside,2008,10.91
Riverside,2008,34.11
Riverside,2008,77.85
Riverside,2008,24.49
Riverside,2008,44.69
Riverside,2008,255.38
Riverside,2008,540.81
Riverside,2008,199.8
Riverside,2008,370.77
Riverside,2008,45.2
Riverside,2008,86.35
Riverside,2008,31.17
Riverside,2008,39.26
Riverside,2009,222.64
Riverside,2009,336.48
Riverside,2009,182.22
Riverside,2009,248.71
Riverside,2009,52.99
Riverside,2009,23.37
Riverside,2009,41.66
Riverside,2009,96.31
Riverside,2009,33.75
Riverside,2009,59.52
Riverside,2009,72.99
Riverside,2009,162.98
Riverside,2009,75.09
Riverside,2009,109.95
Riverside,2009,68.09
Riverside,2009,123.44
Riverside,2009,47.33
Riverside,2009,63.78
Riverside,2010,254.54
Riverside,2010,379.02
Riverside,2010,150.79
Riverside,2010,233.37
Riverside,2010,45.58
Riverside,2010,22.22
Riverside,2010,52.94
Riverside,2010,102.36
Riverside,2010,38.22
Riverside,2010,56.52
Riverside,2010,52.19
Riverside,2010,158.64
Riverside,2010,57.25
Riverside,2010,92.14
Riverside,2010,76.45
Riverside,2010,142.51
Riverside,2010,41.52
Riverside,2010,63.64
Riverside,2011,245.88
Riverside,2011,437.59
Riverside,2011,124.73
Riverside,2011,233.8
Riverside,2011,13.85
Riverside,2011,50.51
Riverside,2011,97.27
Riverside,2011,36.95
Riverside,2011,60.25
Riverside,2011,57.34
Riverside,2011,105.5
Riverside,2011,50.35
Riverside,2011,85.62
Riverside,2011,60.73
Riverside,2011,124.68
Riverside,2011,45.5
Riverside,2011,59.87
Riverside,2012,220.1
Riverside,2012,405.63
Riverside,2012,157.77
Riverside,2012,263.25
Riverside,2012,49.22
Riverside,2012,14.49
Riverside,2012,29.17
Riverside,2012,48.04
Riverside,2012,95.41
Riverside,2012,36.31
Riverside,2012,64.37
Riverside,2012,55.44
Riverside,2012,108.73
Riverside,2012,58.26
Riverside,2012,85.78
Riverside,2012,45.77
Riverside,2012,106.98
Riverside,2012,39.48
Riverside,2012,63.53
Riverside,2013,230.98
Riverside,2013,405.44
Riverside,2013,139.82
Riverside,2013,219.02
Riverside,2013,45.48
Riverside,2013,14.52
Riverside,2013,25.57
Riverside,2013,38.76
Riverside,2013,85.79
Riverside,2013,39.09
Riverside,2013,61.49
Riverside,2013,53.4
Riverside,2013,100.78
Riverside,2013,48.6
Riverside,2013,72.95
Riverside,2013,42.65
Riverside,2013,104.51
Riverside,2013,48.3
Riverside,2013,58.58
Riverside,2014,173.03
Riverside,2014,361.73
Riverside,2014,172.71
Riverside,2014,239.93
Riverside,2014,33.0
Riverside,2014,13.67
Riverside,2014,27.11
Riverside,2014,40.58
Riverside,2014,75.59
Riverside,2014,40.13
Riverside,2014,69.56
Riverside,2014,41.47
Riverside,2014,122.02
Riverside,2014,53.62
Riverside,2014,71.5
Riverside,2014,41.79
Riverside,2014,101.78
Riverside,2014,46.44
Riverside,2014,60.99
Sacramento,2005,142.62
Sacramento,2005,291.03
Sacramento,2005,93.49
Sacramento,2005,138.09
Sacramento,2005,21.33
Sacramento,2005,97.69
Sacramento,2005,13.03
Sacramento,2005,25.86
Sacramento,2005,49.02
Sacramento,2005,94.17
Sacramento,2005,19.23
Sacramento,2005,36.96
Sacramento,2005,105.57
