LGHC Indicator Name,Geography,Year,Age Group,Strata,Strata Name,Numerator,Rate,LGHC Indicator ID,LGHC Target Rate
Asthma ED Visit Rates,Los Angeles,2015,Under 18,Sex,Female,7124,63.3,7,28
Asthma ED Visit Rates,Madera,2015,Under 18,Sex,Female,233,109.4,7,28
Asthma ED Visit Rates,Marin,2015,Under 18,Sex,Female,54,22.4,7,28
Asthma ED Visit Rates,Mariposa,2015,Under 18,Sex,Female,38,41.6,7,28
Asthma ED Visit Rates,Mendocino,2015,Under 18,Sex,Female,413,107.8,7,28
Asthma ED Visit Rates,Merced,2015,Under 18,Sex,Female,7,,7,28
Asthma ED Visit Rates,Mono,2015,Under 18,Sex,Female,9,,7,28
Asthma ED Visit Rates,Monterey,2015,Under 18,Sex,Female,332,60,7,28
Asthma ED Visit Rates,Napa,2015,Under 18,Sex,Female,78,52.6,7,28
Asthma ED Visit Rates,Nevada,2015,Under 18,Sex,Female,23,27.4,7,28
Asthma ED Visit Rates,Orange,2015,Under 18,Sex,Female,1489,43,7,28
Asthma ED Visit Rates,Placer,2015,Under 18,Sex,Female,139,34.6,7,28
Asthma ED Visit Rates,Plumas,2015,Under 18,Sex,Female,7,,7,28
Asthma ED Visit Rates,Riverside,2015,Under 18,Sex,Female,1444,48.8,7,28
Asthma ED Visit Rates,Sacramento,2015,Under 18,Sex,Female,1224,70,7,28
Asthma ED Visit Rates,San Benito,2015,Under 18,Sex,Female,36,49.2,7,28
Asthma ED Visit Rates,San Bernardino,2015,Under 18,Sex,Female,1764,63.4,7,28
Asthma ED Visit Rates,San Diego,2015,Under 18,Sex,Female,1718,48,7,28
Asthma ED Visit Rates,San Francisco,2015,Under 18,Sex,Female,334,52.3,7,28
Asthma ED Visit Rates,San Joaquin,2015,Under 18,Sex,Female,681,71.5,7,28
Asthma ED Visit Rates,San Luis Obispo,2015,Under 18,Sex,Female,119,49.4,7,28
Asthma ED Visit Rates,San Mateo,2015,Under 18,Sex,Female,319,39.9,7,28
Asthma ED Visit Rates,Santa Barbara,2015,Under 18,Sex,Female,273,57,7,28
Asthma ED Visit Rates,Santa Clara,2015,Under 18,Sex,Female,695,32.3,7,28
Asthma ED Visit Rates,Santa Cruz,2015,Under 18,Sex,Female,133,48.9,7,28
Asthma ED Visit Rates,Shasta,2015,Under 18,Sex,Female,125,67.5,7,28
Asthma ED Visit Rates,Siskiyou,2015,Under 18,Sex,Female,14,34.3,7,28
Asthma ED Visit Rates,Solano,2015,Under 18,Sex,Female,461,99.7,7,28
Asthma ED Visit Rates,Sonoma,2015,Under 18,Sex,Female,219,43.9,7,28
Asthma ED Visit Rates,Stanislaus,2015,Under 18,Sex,Female,416,59.4,7,28
Asthma ED Visit Rates,Sutter,2015,Under 18,Sex,Female,43,34.6,7,28
Asthma ED Visit Rates,Tehama,2015,Under 18,Sex,Female,51,69.8,7,28
Asthma ED Visit Rates,Tulare,2015,Under 18,Sex,Female,396,55.4,7,28
Asthma ED Visit Rates,Tuolumne,2015,Under 18,Sex,Female,22,49.8,7,28
Asthma ED Visit Rates,Ventura,2015,Under 18,Sex,Female,466,47.2,7,28
Asthma ED Visit Rates,Yolo,2015,Under 18,Sex,Female,104,48.6,7,28
Asthma ED Visit Rates,Yuba,2015,Under 18,Sex,Female,43,43.9,7,28
Asthma ED Visit Rates,Alameda,2015,Under 18,Sex,Male,2100,113.9,7,28
Asthma ED Visit Rates,Amador,2015,Under 18,Sex,Male,29,111.9,7,28
Asthma ED Visit Rates,Butte,2015,Under 18,Sex,Male,184,80.6,7,28
Asthma ED Visit Rates,Calaveras,2015,Under 18,Sex,Male,27,70.4,7,28
Asthma ED Visit Rates,California,2015,Under 18,Sex,Male,47247,99.7,7,28
Asthma ED Visit Rates,Colusa,2015,Under 18,Sex,Male,34,104.4,7,28
Asthma ED Visit Rates,Contra Costa,2015,Under 18,Sex,Male,1424,113.5,7,28
Asthma ED Visit Rates,Del Norte,2015,Under 18,Sex,Male,25,85.5,7,28
Asthma ED Visit Rates,El Dorado,2015,Under 18,Sex,Male,92,50.1,7,28
Asthma ED Visit Rates,Fresno,2015,Under 18,Sex,Male,2762,186.1,7,28
Asthma ED Visit Rates,Glenn,2015,Under 18,Sex,Male,25,62.9,7,28
Asthma ED Visit Rates,Humboldt,2015,Under 18,Sex,Male,88,65.9,7,28
Asthma ED Visit Rates,Imperial,2015,Under 18,Sex,Male,448,166,7,28
Asthma ED Visit Rates,Inyo,2015,Under 18,Sex,Male,21,111.3,7,28
Asthma ED Visit Rates,Kern,2015,Under 18,Sex,Male,1679,123.2,7,28
Asthma ED Visit Rates,Kings,2015,Under 18,Sex,Male,419,187.8,7,28
Asthma ED Visit Rates,Lake,2015,Under 18,Sex,Male,69,105.1,7,28
Asthma ED Visit Rates,Lassen,2015,Under 18,Sex,Male,22,76.6,7,28
Asthma ED Visit Rates,Los Angeles,2015,Under 18,Sex,Male,13416,112.5,7,28
Asthma ED Visit Rates,Madera,2015,Under 18,Sex,Male,353,155.7,7,28
Asthma ED Visit Rates,Marin,2015,Under 18,Sex,Male,113,44,7,28
Asthma ED Visit Rates,Mariposa,2015,Under 18,Sex,Male,92,93.9,7,28
Asthma ED Visit Rates,Mendocino,2015,Under 18,Sex,Male,697,169.8,7,28
Asthma ED Visit Rates,Merced,2015,Under 18,Sex,Male,12,126.2,7,28
Asthma ED Visit Rates,Modoc,2015,Under 18,Sex,Male,7,,7,28
Asthma ED Visit Rates,Monterey,2015,Under 18,Sex,Male,638,106.5,7,28
Asthma ED Visit Rates,Napa,2015,Under 18,Sex,Male,112,71.7,7,28
Asthma ED Visit Rates,Nevada,2015,Under 18,Sex,Male,56,66.8,7,28
Asthma ED Visit Rates,Orange,2015,Under 18,Sex,Male,2790,75.3,7,28
Asthma ED Visit Rates,Placer,2015,Under 18,Sex,Male,198,47.9,7,28
Asthma ED Visit Rates,Plumas,2015,Under 18,Sex,Male,14,85.2,7,28
Asthma ED Visit Rates,Riverside,2015,Under 18,Sex,Male,2473,80,7,28
Asthma ED Visit Rates,Sacramento,2015,Under 18,Sex,Male,2061,110.1,7,28
Asthma ED Visit Rates,San Benito,2015,Under 18,Sex,Male,79,102.5,7,28
Asthma ED Visit Rates,San Bernardino,2015,Under 18,Sex,Male,3255,110.5,7,28
Asthma ED Visit Rates,San Diego,2015,Under 18,Sex,Male,2898,75.3,7,28
Asthma ED Visit Rates,San Francisco,2015,Under 18,Sex,Male,516,76.8,7,28
Asthma ED Visit Rates,San Joaquin,2015,Under 18,Sex,Male,1187,117.1,7,28
Asthma ED Visit Rates,San Luis Obispo,2015,Under 18,Sex,Male,202,79.7,7,28
Asthma ED Visit Rates,San Mateo,2015,Under 18,Sex,Male,507,58.3,7,28
Asthma ED Visit Rates,Santa Barbara,2015,Under 18,Sex,Male,416,82.1,7,28
Asthma ED Visit Rates,Santa Clara,2015,Under 18,Sex,Male,1281,55.2,7,28
Asthma ED Visit Rates,Santa Cruz,2015,Under 18,Sex,Male,209,71.6,7,28
Asthma ED Visit Rates,Shasta,2015,Under 18,Sex,Male,175,88.2,7,28
Asthma ED Visit Rates,Siskiyou,2015,Under 18,Sex,Male,29,65.1,7,28
Asthma ED Visit Rates,Solano,2015,Under 18,Sex,Male,680,137.4,7,28
Asthma ED Visit Rates,Sonoma,2015,Under 18,Sex,Male,367,69,7,28
Asthma ED Visit Rates,Stanislaus,2015,Under 18,Sex,Male,820,110.9,7,28
Asthma ED Visit Rates,Sutter,2015,Under 18,Sex,Male,78,59.8,7,28
Asthma ED Visit Rates,Tehama,2015,Under 18,Sex,Male,77,99.7,7,28
Asthma ED Visit Rates,Tulare,2015,Under 18,Sex,Male,868,113.7,7,28
Asthma ED Visit Rates,Tuolumne,2015,Under 18,Sex,Male,32,72.9,7,28
Asthma ED Visit Rates,Ventura,2015,Under 18,Sex,Male,805,77.2,7,28
Asthma ED Visit Rates,Yolo,2015,Under 18,Sex,Male,187,85.8,7,28
Asthma ED Visit Rates,Yuba,2015,Under 18,Sex,Male,88,78.8,7,28
Asthma ED Visit Rates,Alameda,2014,Under 18,Total Population,Under 18,3590,101.8,7,28
Asthma ED Visit Rates,Amador,2014,Under 18,Total Population,Under 18,46,81.1,7,28
Asthma ED Visit Rates,Butte,2014,Under 18,Total Population,Under 18,298,66.3,7,28
Asthma ED Visit Rates,Calaveras,2014,Under 18,Total Population,Under 18,66,87.3,7,28
Asthma ED Visit Rates,California,2014,Under 18,Total Population,Under 18,73881,80.7,7,28
Asthma ED Visit Rates,Colusa,2014,Under 18,Total Population,Under 18,39,63.7,7,28
Asthma ED Visit Rates,Contra Costa,2014,Under 18,Total Population,Under 18,2371,96.1,7,28
Asthma ED Visit Rates,Del Norte,2014,Under 18,Total Population,Under 18,46,81.4,7,28
Asthma ED Visit Rates,El Dorado,2014,Under 18,Total Population,Under 18,201,54,7,28
Asthma ED Visit Rates,Fresno,2014,Under 18,Total Population,Under 18,4368,154.5,7,28
Asthma ED Visit Rates,Glenn,2014,Under 18,Total Population,Under 18,41,53.5,7,28
Asthma ED Visit Rates,Humboldt,2014,Under 18,Total Population,Under 18,161,62.1,7,28
Asthma ED Visit Rates,Imperial,2014,Under 18,Total Population,Under 18,771,149.6,7,28
Asthma ED Visit Rates,Inyo,2014,Under 18,Total Population,Under 18,34,94.3,7,28
Asthma ED Visit Rates,Kern,2014,Under 18,Total Population,Under 18,2549,98.7,7,28
Asthma ED Visit Rates,Kings,2014,Under 18,Total Population,Under 18,587,138.8,7,28
Asthma ED Visit Rates,Lake,2014,Under 18,Total Population,Under 18,114,89.3,7,28
Asthma ED Visit Rates,Lassen,2014,Under 18,Total Population,Under 18,37,65.4,7,28
Asthma ED Visit Rates,Los Angeles,2014,Under 18,Total Population,Under 18,20767,89.7,7,28
Asthma ED Visit Rates,Madera,2014,Under 18,Total Population,Under 18,602,138.8,7,28
Asthma ED Visit Rates,Marin,2014,Under 18,Total Population,Under 18,219,43.4,7,28
Asthma ED Visit Rates,Mariposa,2014,Under 18,Total Population,Under 18,9,,7,28
Asthma ED Visit Rates,Mendocino,2014,Under 18,Total Population,Under 18,141,74.9,7,28
Asthma ED Visit Rates,Merced,2014,Under 18,Total Population,Under 18,1048,132.6,7,28
Asthma ED Visit Rates,Modoc,2014,Under 18,Total Population,Under 18,15,74.9,7,28
Asthma ED Visit Rates,Mono,2014,Under 18,Total Population,Under 18,11,,7,28
Asthma ED Visit Rates,Monterey,2014,Under 18,Total Population,Under 18,931,81,7,28
Asthma ED Visit Rates,Napa,2014,Under 18,Total Population,Under 18,196,64.5,7,28
Asthma ED Visit Rates,Nevada,2014,Under 18,Total Population,Under 18,66,39.1,7,28
Asthma ED Visit Rates,Orange,2014,Under 18,Total Population,Under 18,4044,56.7,7,28
Asthma ED Visit Rates,Placer,2014,Under 18,Total Population,Under 18,330,40.3,7,28
Asthma ED Visit Rates,Plumas,2014,Under 18,Total Population,Under 18,23,70.6,7,28
Asthma ED Visit Rates,Riverside,2014,Under 18,Total Population,Under 18,3947,65.6,7,28
Asthma ED Visit Rates,Sacramento,2014,Under 18,Total Population,Under 18,3239,89.7,7,28
Asthma ED Visit Rates,San Benito,2014,Under 18,Total Population,Under 18,117,77,7,28
Asthma ED Visit Rates,San Bernardino,2014,Under 18,Total Population,Under 18,5171,90.4,7,28
Asthma ED Visit Rates,San Diego,2014,Under 18,Total Population,Under 18,4571,61.8,7,28
Asthma ED Visit Rates,San Francisco,2014,Under 18,Total Population,Under 18,860,68.3,7,28
Asthma ED Visit Rates,San Joaquin,2014,Under 18,Total Population,Under 18,1781,90.9,7,28
Asthma ED Visit Rates,San Luis Obispo,2014,Under 18,Total Population,Under 18,271,54.7,7,28
Asthma ED Visit Rates,San Mateo,2014,Under 18,Total Population,Under 18,867,51.9,7,28
Asthma ED Visit Rates,Santa Barbara,2014,Under 18,Total Population,Under 18,673,68.8,7,28
Asthma ED Visit Rates,Santa Clara,2014,Under 18,Total Population,Under 18,1853,41.5,7,28
Asthma ED Visit Rates,Santa Cruz,2014,Under 18,Total Population,Under 18,375,67,7,28
Asthma ED Visit Rates,Shasta,2014,Under 18,Total Population,Under 18,312,81.3,7,28
Asthma ED Visit Rates,Siskiyou,2014,Under 18,Total Population,Under 18,46,53,7,28
Asthma ED Visit Rates,Solano,2014,Under 18,Total Population,Under 18,1095,113.9,7,28
Asthma ED Visit Rates,Sonoma,2014,Under 18,Total Population,Under 18,572,55.2,7,28
Asthma ED Visit Rates,Stanislaus,2014,Under 18,Total Population,Under 18,1359,94.4,7,28
Asthma ED Visit Rates,Sutter,2014,Under 18,Total Population,Under 18,125,49.3,7,28
Asthma ED Visit Rates,Tehama,2014,Under 18,Total Population,Under 18,113,75.7,7,28
Asthma ED Visit Rates,Trinity,2014,Under 18,Total Population,Under 18,15,70.3,7,28
Asthma ED Visit Rates,Tulare,2014,Under 18,Total Population,Under 18,1126,77.2,7,28
Asthma ED Visit Rates,Tuolumne,2014,Under 18,Total Population,Under 18,68,76.2,7,28
Asthma ED Visit Rates,Ventura,2014,Under 18,Total Population,Under 18,1250,61.6,7,28
Asthma ED Visit Rates,Yolo,2014,Under 18,Total Population,Under 18,268,61.5,7,28
Asthma ED Visit Rates,Yuba,2014,Under 18,Total Population,Under 18,85,40.6,7,28
Asthma ED Visit Rates,Alameda,2014,Under 18,Race-Ethnicity,African-American,1263,320.2,7,28
Asthma ED Visit Rates,Butte,2014,Under 18,Race-Ethnicity,African-American,28,450.3,7,28
Asthma ED Visit Rates,California,2014,Under 18,Race-Ethnicity,African-American,13547,278.8,7,28
Asthma ED Visit Rates,Contra Costa,2014,Under 18,Race-Ethnicity,African-American,732,336,7,28
Asthma ED Visit Rates,Fresno,2014,Under 18,Race-Ethnicity,African-American,7,,7,28
Asthma ED Visit Rates,Humboldt,2014,Under 18,Race-Ethnicity,African-American,510,377,7,28
Asthma ED Visit Rates,Imperial,2014,Under 18,Race-Ethnicity,African-American,11,,7,28
Asthma ED Visit Rates,Kern,2014,Under 18,Race-Ethnicity,African-American,466,351.5,7,28
Asthma ED Visit Rates,Kings,2014,Under 18,Race-Ethnicity,African-American,66,384.3,7,28
Asthma ED Visit Rates,Lake,2014,Under 18,Race-Ethnicity,African-American,9,,7,28
Asthma ED Visit Rates,Los Angeles,2014,Under 18,Race-Ethnicity,African-American,4571,277.1,7,28
Asthma ED Visit Rates,Madera,2014,Under 18,Race-Ethnicity,African-American,26,365.8,7,28
Asthma ED Visit Rates,Marin,2014,Under 18,Race-Ethnicity,African-American,27,258.1,7,28
Asthma ED Visit Rates,Merced,2014,Under 18,Race-Ethnicity,African-American,91,497.2,7,28
Asthma ED Visit Rates,Monterey,2014,Under 18,Race-Ethnicity,African-American,29,217.9,7,28
Asthma ED Visit Rates,Napa,2014,Under 18,Race-Ethnicity,African-American,,,7,28
Asthma ED Visit Rates,Orange,2014,Under 18,Race-Ethnicity,African-American,188,191.6,7,28
Asthma ED Visit Rates,Placer,2014,Under 18,Race-Ethnicity,African-American,19,216.9,7,28
Asthma ED Visit Rates,Riverside,2014,Under 18,Race-Ethnicity,African-American,767,225.1,7,28
Asthma ED Visit Rates,Sacramento,2014,Under 18,Race-Ethnicity,African-American,1127,297.5,7,28
Asthma ED Visit Rates,San Bernardino,2014,Under 18,Race-Ethnicity,African-American,1369,289.9,7,28
Asthma ED Visit Rates,San Diego,2014,Under 18,Race-Ethnicity,African-American,601,182.4,7,28
Asthma ED Visit Rates,San Francisco,2014,Under 18,Race-Ethnicity,African-American,196,268.1,7,28
Asthma ED Visit Rates,San Joaquin,2014,Under 18,Race-Ethnicity,African-American,447,310.1,7,28
Asthma ED Visit Rates,San Luis Obispo,2014,Under 18,Race-Ethnicity,African-American,9,,7,28
Asthma ED Visit Rates,San Mateo,2014,Under 18,Race-Ethnicity,African-American,35,100,7,28
Asthma ED Visit Rates,Santa Barbara,2014,Under 18,Race-Ethnicity,African-American,32,268.2,7,28
Asthma ED Visit Rates,Santa Clara,2014,Under 18,Race-Ethnicity,African-American,116,121,7,28
Asthma ED Visit Rates,Santa Cruz,2014,Under 18,Race-Ethnicity,African-American,5,,7,28
Asthma ED Visit Rates,Shasta,2014,Under 18,Race-Ethnicity,African-American,,,7,28
Asthma ED Visit Rates,Solano,2014,Under 18,Race-Ethnicity,African-American,435,372,7,28
Asthma ED Visit Rates,Sonoma,2014,Under 18,Race-Ethnicity,African-American,37,227.7,7,28
Asthma ED Visit Rates,Stanislaus,2014,Under 18,Race-Ethnicity,African-American,145,454.2,7,28
Asthma ED Visit Rates,Sutter,2014,Under 18,Race-Ethnicity,African-American,7,,7,28
Asthma ED Visit Rates,Tulare,2014,Under 18,Race-Ethnicity,African-American,29,210.1,7,28
Asthma ED Visit Rates,Ventura,2014,Under 18,Race-Ethnicity,African-American,56,237.5,7,28
Asthma ED Visit Rates,Yolo,2014,Under 18,Race-Ethnicity,African-American,29,250.1,7,28
Asthma ED Visit Rates,Yuba,2014,Under 18,Race-Ethnicity,African-American,5,,7,28
Asthma ED Visit Rates,Alameda,2014,Under 18,Race-Ethnicity,American Indian/Alaskan Native,49,613.7,7,28
Asthma ED Visit Rates,California,2014,Under 18,Race-Ethnicity,American Indian/Alaskan Native,223,61.6,7,28
Asthma ED Visit Rates,Contra Costa,2014,Under 18,Race-Ethnicity,American Indian/Alaskan Native,8,,7,28
Asthma ED Visit Rates,Fresno,2014,Under 18,Race-Ethnicity,American Indian/Alaskan Native,6,,7,28
Asthma ED Visit Rates,Humboldt,2014,Under 18,Race-Ethnicity,American Indian/Alaskan Native,9,,7,28
Asthma ED Visit Rates,Inyo,2014,Under 18,Race-Ethnicity,American Indian/Alaskan Native,6,,7,28
Asthma ED Visit Rates,Lake,2014,Under 18,Race-Ethnicity,American Indian/Alaskan Native,,,7,28
Asthma ED Visit Rates,Los Angeles,2014,Under 18,Race-Ethnicity,American Indian/Alaskan Native,17,49.8,7,28
Asthma ED Visit Rates,Mendocino,2014,Under 18,Race-Ethnicity,American Indian/Alaskan Native,19,208,7,28
Asthma ED Visit Rates,Orange,2014,Under 18,Race-Ethnicity,American Indian/Alaskan Native,,,7,28
Asthma ED Visit Rates,Riverside,2014,Under 18,Race-Ethnicity,American Indian/Alaskan Native,13,46.9,7,28
Asthma ED Visit Rates,Sacramento,2014,Under 18,Race-Ethnicity,American Indian/Alaskan Native,14,88,7,28
Asthma ED Visit Rates,San Bernardino,2014,Under 18,Race-Ethnicity,American Indian/Alaskan Native,6,,7,28
Asthma ED Visit Rates,San Diego,2014,Under 18,Race-Ethnicity,American Indian/Alaskan Native,7,,7,28
Asthma ED Visit Rates,San Francisco,2014,Under 18,Race-Ethnicity,American Indian/Alaskan Native,,,7,28
Asthma ED Visit Rates,San Joaquin,2014,Under 18,Race-Ethnicity,American Indian/Alaskan Native,7,,7,28
Asthma ED Visit Rates,Santa Clara,2014,Under 18,Race-Ethnicity,American Indian/Alaskan Native,,,7,28
Asthma ED Visit Rates,Shasta,2014,Under 18,Race-Ethnicity,American Indian/Alaskan Native,6,,7,28
Asthma ED Visit Rates,Solano,2014,Under 18,Race-Ethnicity,American Indian/Alaskan Native,9,,7,28
Asthma ED Visit Rates,Sonoma,2014,Under 18,Race-Ethnicity,American Indian/Alaskan Native,5,,7,28
Asthma ED Visit Rates,Tulare,2014,Under 18,Race-Ethnicity,American Indian/Alaskan Native,,,7,28
Asthma ED Visit Rates,Alameda,2014,Under 18,Race-Ethnicity,Asian/Pacific Islander,317,34.5,7,28
Asthma ED Visit Rates,California,2014,Under 18,Race-Ethnicity,Asian/Pacific Islander,3133,31,7,28
Asthma ED Visit Rates,Contra Costa,2014,Under 18,Race-Ethnicity,Asian/Pacific Islander,140,42.7,7,28
Asthma ED Visit Rates,Fresno,2014,Under 18,Race-Ethnicity,Asian/Pacific Islander,130,47.9,7,28
Asthma ED Visit Rates,Kern,2014,Under 18,Race-Ethnicity,Asian/Pacific Islander,25,34,7,28
Asthma ED Visit Rates,Kings,2014,Under 18,Race-Ethnicity,Asian/Pacific Islander,10,,7,28
Asthma ED Visit Rates,Lake,2014,Under 18,Race-Ethnicity,Asian/Pacific Islander,8,,7,28
Asthma ED Visit Rates,Los Angeles,2014,Under 18,Race-Ethnicity,Asian/Pacific Islander,650,28.3,7,28
Asthma ED Visit Rates,Madera,2014,Under 18,Race-Ethnicity,Asian/Pacific Islander,6,,7,28
Asthma ED Visit Rates,Marin,2014,Under 18,Race-Ethnicity,Asian/Pacific Islander,11,,7,28
Asthma ED Visit Rates,Merced,2014,Under 18,Race-Ethnicity,Asian/Pacific Islander,18,43.3,7,28
Asthma ED Visit Rates,Monterey,2014,Under 18,Race-Ethnicity,Asian/Pacific Islander,15,36.9,7,28
Asthma ED Visit Rates,Napa,2014,Under 18,Race-Ethnicity,Asian/Pacific Islander,9,,7,28
Asthma ED Visit Rates,Orange,2014,Under 18,Race-Ethnicity,Asian/Pacific Islander,291,25.7,7,28
Asthma ED Visit Rates,Placer,2014,Under 18,Race-Ethnicity,Asian/Pacific Islander,21,36.5,7,28
Asthma ED Visit Rates,Riverside,2014,Under 18,Race-Ethnicity,Asian/Pacific Islander,58,20.7,7,28
Asthma ED Visit Rates,Sacramento,2014,Under 18,Race-Ethnicity,Asian/Pacific Islander,219,39.8,7,28
Asthma ED Visit Rates,San Bernardino,2014,Under 18,Race-Ethnicity,Asian/Pacific Islander,63,23.7,7,28
Asthma ED Visit Rates,San Diego,2014,Under 18,Race-Ethnicity,Asian/Pacific Islander,250,35.7,7,28
Asthma ED Visit Rates,San Francisco,2014,Under 18,Race-Ethnicity,Asian/Pacific Islander,156,41.5,7,28
Asthma ED Visit Rates,San Joaquin,2014,Under 18,Race-Ethnicity,Asian/Pacific Islander,97,37.4,7,28
Asthma ED Visit Rates,San Luis Obispo,2014,Under 18,Race-Ethnicity,Asian/Pacific Islander,5,,7,28
Asthma ED Visit Rates,San Mateo,2014,Under 18,Race-Ethnicity,Asian/Pacific Islander,117,29.2,7,28
Asthma ED Visit Rates,Santa Barbara,2014,Under 18,Race-Ethnicity,Asian/Pacific Islander,11,,7,28
Asthma ED Visit Rates,Santa Clara,2014,Under 18,Race-Ethnicity,Asian/Pacific Islander,335,23.4,7,28
Asthma ED Visit Rates,Shasta,2014,Under 18,Race-Ethnicity,Asian/Pacific Islander,8,,7,28
Asthma ED Visit Rates,Solano,2014,Under 18,Race-Ethnicity,Asian/Pacific Islander,66,55.6,7,28
Asthma ED Visit Rates,Sonoma,2014,Under 18,Race-Ethnicity,Asian/Pacific Islander,12,34.6,7,28
Asthma ED Visit Rates,Stanislaus,2014,Under 18,Race-Ethnicity,Asian/Pacific Islander,14,23.6,7,28
Asthma ED Visit Rates,Sutter,2014,Under 18,Race-Ethnicity,Asian/Pacific Islander,6,,7,28
Asthma ED Visit Rates,Tulare,2014,Under 18,Race-Ethnicity,Asian/Pacific Islander,7,,7,28
Asthma ED Visit Rates,Ventura,2014,Under 18,Race-Ethnicity,Asian/Pacific Islander,32,28.5,7,28
Asthma ED Visit Rates,Yolo,2014,Under 18,Race-Ethnicity,Asian/Pacific Islander,9,,7,28
Asthma ED Visit Rates,Alameda,2014,Under 18,Race-Ethnicity,Hispanic,1177,103.3,7,28
Asthma ED Visit Rates,Butte,2014,Under 18,Race-Ethnicity,Hispanic,59,58.8,7,28
Asthma ED Visit Rates,Calaveras,2014,Under 18,Race-Ethnicity,Hispanic,7,,7,28
Asthma ED Visit Rates,California,2014,Under 18,Race-Ethnicity,Hispanic,38913,81.9,7,28
Asthma ED Visit Rates,Colusa,2014,Under 18,Race-Ethnicity,Hispanic,26,58.5,7,28
Asthma ED Visit Rates,Contra Costa,2014,Under 18,Race-Ethnicity,Hispanic,926,105.5,7,28
Asthma ED Visit Rates,Del Norte,2014,Under 18,Race-Ethnicity,Hispanic,8,,7,28
Asthma ED Visit Rates,El Dorado,2014,Under 18,Race-Ethnicity,Hispanic,36,45.2,7,28
Asthma ED Visit Rates,Fresno,2014,Under 18,Race-Ethnicity,Hispanic,2909,164,7,28
Asthma ED Visit Rates,Glenn,2014,Under 18,Race-Ethnicity,Hispanic,19,46.2,7,28
Asthma ED Visit Rates,Humboldt,2014,Under 18,Race-Ethnicity,Hispanic,20,43.9,7,28
Asthma ED Visit Rates,Imperial,2014,Under 18,Race-Ethnicity,Hispanic,687,151.2,7,28
Asthma ED Visit Rates,Inyo,2014,Under 18,Race-Ethnicity,Hispanic,14,104.1,7,28
Asthma ED Visit Rates,Kern,2014,Under 18,Race-Ethnicity,Hispanic,1389,86.9,7,28
Asthma ED Visit Rates,Kings,2014,Under 18,Race-Ethnicity,Hispanic,320,121.6,7,28
Asthma ED Visit Rates,Lake,2014,Under 18,Race-Ethnicity,Hispanic,18,44.4,7,28
Asthma ED Visit Rates,Los Angeles,2014,Under 18,Race-Ethnicity,Hispanic,12741,87.5,7,28
Asthma ED Visit Rates,Madera,2014,Under 18,Race-Ethnicity,Hispanic,467,145.9,7,28
Asthma ED Visit Rates,Marin,2014,Under 18,Race-Ethnicity,Hispanic,77,59.6,7,28
Asthma ED Visit Rates,Mendocino,2014,Under 18,Race-Ethnicity,Hispanic,49,64.3,7,28
Asthma ED Visit Rates,Merced,2014,Under 18,Race-Ethnicity,Hispanic,710,134.1,7,28
Asthma ED Visit Rates,Mono,2014,Under 18,Race-Ethnicity,Hispanic,6,,7,28
Asthma ED Visit Rates,Monterey,2014,Under 18,Race-Ethnicity,Hispanic,763,86.9,7,28
Asthma ED Visit Rates,Napa,2014,Under 18,Race-Ethnicity,Hispanic,101,64.3,7,28
Asthma ED Visit Rates,Nevada,2014,Under 18,Race-Ethnicity,Hispanic,9,,7,28
Asthma ED Visit Rates,Orange,2014,Under 18,Race-Ethnicity,Hispanic,2264,65.6,7,28
Asthma ED Visit Rates,Placer,2014,Under 18,Race-Ethnicity,Hispanic,55,31.1,7,28
Asthma ED Visit Rates,Riverside,2014,Under 18,Race-Ethnicity,Hispanic,2010,56.3,7,28
Asthma ED Visit Rates,Sacramento,2014,Under 18,Race-Ethnicity,Hispanic,865,78.6,7,28
Asthma ED Visit Rates,San Benito,2014,Under 18,Race-Ethnicity,Hispanic,88,76.6,7,28
Asthma ED Visit Rates,San Bernardino,2014,Under 18,Race-Ethnicity,Hispanic,2435,69.9,7,28
Asthma ED Visit Rates,San Diego,2014,Under 18,Race-Ethnicity,Hispanic,2364,70,7,28
Asthma ED Visit Rates,San Francisco,2014,Under 18,Race-Ethnicity,Hispanic,251,92,7,28
Asthma ED Visit Rates,San Joaquin,2014,Under 18,Race-Ethnicity,Hispanic,802,80.3,7,28
Asthma ED Visit Rates,San Luis Obispo,2014,Under 18,Race-Ethnicity,Hispanic,99,53,7,28
Asthma ED Visit Rates,San Mateo,2014,Under 18,Race-Ethnicity,Hispanic,401,70.6,7,28
Asthma ED Visit Rates,Santa Barbara,2014,Under 18,Race-Ethnicity,Hispanic,474,74.3,7,28
Asthma ED Visit Rates,Santa Clara,2014,Under 18,Race-Ethnicity,Hispanic,982,59.4,7,28
Asthma ED Visit Rates,Santa Cruz,2014,Under 18,Race-Ethnicity,Hispanic,283,94.3,7,28
Asthma ED Visit Rates,Shasta,2014,Under 18,Race-Ethnicity,Hispanic,26,47.4,7,28
Asthma ED Visit Rates,Siskiyou,2014,Under 18,Race-Ethnicity,Hispanic,9,,7,28
Asthma ED Visit Rates,Solano,2014,Under 18,Race-Ethnicity,Hispanic,283,83.1,7,28
Asthma ED Visit Rates,Sonoma,2014,Under 18,Race-Ethnicity,Hispanic,260,58.9,7,28
Asthma ED Visit Rates,Stanislaus,2014,Under 18,Race-Ethnicity,Hispanic,689,85,7,28
Asthma ED Visit Rates,Sutter,2014,Under 18,Race-Ethnicity,Hispanic,65,64,7,28
