County,Year,# Days with AQI,Good,Moderate,Unhealthy for Sensitive Groups,Unhealthy,Very Unhealthy,AQI Maximum,AQI 90th Percentile,AQI Median,# Days CO,# Days NO2,# Days O3,# Days SO2,# Days PM2.5,# Days PM10
Shasta,2004,366,254,75,34,3,0,177,101,44,0,0,349,0,17,0
Sierra,2004,,,,,,,,,,,,,,,
Siskiyou,2004,352,328,23,1,0,0,101,49,33,0,0,329,0,9,14
Solano,2004,366,207,142,16,1,0,154,87,45,0,6,139,0,221,0
Sonoma,2004,366,336,29,1,0,0,122,46,33,0,54,266,0,43,3
Stanislaus,2004,366,208,123,31,4,0,159,100,47,4,72,242,0,46,2
Sutter,2004,366,214,122,29,1,0,159,96,45.5,0,55,232,0,79,0
Tehama,2004,304,189,67,47,1,0,159,108,42,0,0,287,0,0,17
Trinity,2004,140,138,2,0,0,0,61,25,11,0,0,0,0,108,32
Tulare,2004,366,46,157,86,77,0,195,164,95.5,0,5,218,0,143,0
Tuolumne,2004,365,226,123,16,0,0,140,87,44,2,0,363,0,0,0
Ventura,2004,366,161,125,66,14,0,182,129,56.5,0,19,305,0,42,0
Yolo,2004,366,242,110,14,0,0,135,82,44,0,1,236,0,119,10
Yuba,2004,,,,,,,,,,,,,,,
Alameda,2003,365,300,53,9,3,0,172,64,39,4,97,220,0,44,0
Alpine,2003,,,,,,,,,,,,,,,
Amador,2003,364,256,79,29,0,0,150,97,41,6,0,358,0,0,0
Butte,2003,365,144,170,43,8,0,164,108,58,0,0,220,0,145,0
Calaveras,2003,363,212,85,50,16,0,179,122,45,3,0,341,0,19,0
Colusa,2003,365,291,73,1,0,0,101,63,38,0,0,274,0,45,46
Contra Costa,2003,365,245,102,18,0,0,150,82,44,0,30,240,5,89,1
Del Norte,2003,148,148,0,0,0,0,43,22,12,0,0,0,0,97,51
El Dorado,2003,365,168,113,57,23,4,218,136,54,0,8,348,0,8,1
Fresno,2003,365,40,131,95,87,12,212,177,107,0,10,230,0,124,1
Glenn,2003,365,278,80,7,0,0,129,67,40,0,0,316,0,0,49
Humboldt,2003,64,56,7,1,0,0,102,54,25.5,0,0,0,0,51,13
Imperial,2003,365,124,177,54,9,1,736,113,61,14,54,234,0,40,23
Inyo,2003,365,179,120,42,5,19,16515,132,51,0,0,293,0,3,69
Kern,2003,365,23,118,100,93,31,223,197,118,0,0,205,0,158,2
Kings,2003,364,166,121,66,11,0,187,126,55.5,0,61,246,0,49,8
Lake,2003,363,331,32,0,0,0,84,48,37,0,0,359,0,4,0
Lassen,2003,,,,,,,,,,,,,,,
Los Angeles,2003,365,41,154,83,57,30,249,197,95,2,54,184,0,125,0
Madera,2003,364,204,96,51,13,0,192,126,46,0,59,305,0,0,0
Marin,2003,365,358,7,0,0,0,90,38,28,0,217,113,0,34,1
Mariposa,2003,365,163,97,82,23,0,195,140,55,0,0,344,0,21,0
Mendocino,2003,365,339,26,0,0,0,87,47,33,5,39,295,0,22,4
Merced,2003,364,128,118,65,49,4,205,159,71,0,33,284,0,45,2
Modoc,2003,2,2,0,0,0,0,42,42,31.5,0,0,0,0,2,0
Mono,2003,314,177,117,11,2,7,5641,90,48,0,0,258,0,21,35
Monterey,2003,365,333,29,3,0,0,136,48,36,0,11,331,0,14,9
Napa,2003,365,350,12,3,0,0,143,43,31,1,99,259,0,0,6
Nevada,2003,365,172,100,71,22,0,195,133,58,0,0,336,0,20,9
Orange,2003,365,93,211,48,13,0,200,116,63,0,47,163,0,152,3
Placer,2003,365,190,119,41,13,2,206,126,50,0,60,288,0,17,0
Plumas,2003,355,277,71,7,0,0,144,70,41,0,0,229,0,76,50
Riverside,2003,365,47,152,68,70,28,243,195,97,0,14,194,0,146,11
Sacramento,2003,365,99,179,57,25,5,214,144,67,1,8,232,0,120,4
San Benito,2003,365,257,88,19,1,0,156,90,43,0,0,365,0,0,0
San Bernardino,2003,365,69,135,61,49,51,251,208,90,0,74,233,0,52,6
San Diego,2003,365,82,204,71,7,1,289,126,68,2,37,181,0,142,3
San Francisco,2003,365,294,66,5,0,0,116,62,37,0,101,147,1,115,1
San Joaquin,2003,365,240,98,25,2,0,159,97,44,0,84,203,0,61,17
San Luis Obispo,2003,365,187,146,31,1,0,159,97,50,0,8,218,122,13,4
San Mateo,2003,365,335,27,3,0,0,126,47,33,0,108,208,0,49,0
Santa Barbara,2003,365,202,121,37,5,0,192,101,49,0,7,344,2,11,1
Santa Clara,2003,365,215,127,17,6,0,190,90,47,0,34,187,0,144,0
Santa Cruz,2003,365,335,28,2,0,0,112,48,35,0,1,343,1,16,4
Shasta,2003,364,262,77,18,7,0,177,90,43,0,0,342,0,20,2
Sierra,2003,,,,,,,,,,,,,,,
Siskiyou,2003,291,235,53,3,0,0,112,61,39,0,0,249,0,21,21
Solano,2003,365,300,55,10,0,0,136,61,38,2,60,262,0,41,0
Sonoma,2003,365,330,33,2,0,0,133,49,37,0,58,266,0,40,1
Stanislaus,2003,365,194,102,53,16,0,187,126,49,4,79,230,0,48,4
Sutter,2003,365,248,80,32,5,0,185,101,42,0,95,248,0,18,4
Tehama,2003,278,155,85,35,3,0,156,105,46,0,0,261,0,0,17
Trinity,2003,125,124,1,0,0,0,51,30,13,0,0,0,0,91,34
Tulare,2003,365,56,126,93,78,12,210,177,101,0,0,223,0,141,1
Tuolumne,2003,365,208,100,52,5,0,156,115,44,4,0,361,0,0,0
Ventura,2003,365,164,105,68,27,1,209,143,54,0,41,280,0,39,5
Yolo,2003,365,250,92,23,0,0,147,85,44,0,32,259,0,72,2
Yuba,2003,,,,,,,,,,,,,,,
Alameda,2002,365,272,71,15,6,1,201,80,40,6,105,196,0,58,0
Alpine,2002,,,,,,,,,,,,,,,
Amador,2002,357,234,87,31,5,0,166,105,42,8,0,349,0,0,0
Butte,2002,365,126,152,71,16,0,190,133,64,0,0,227,0,136,2
Calaveras,2002,363,205,101,45,11,1,203,126,47,0,0,345,0,18,0
Colusa,2002,365,261,91,12,1,0,152,77,41,0,0,274,0,29,62
Contra Costa,2002,365,241,89,24,11,0,177,97,44,0,30,221,12,101,1
Del Norte,2002,120,119,1,0,0,0,51,31,15,0,0,0,0,90,30
El Dorado,2002,365,170,94,61,31,9,234,154,54,0,12,343,0,9,1
Fresno,2002,365,34,98,116,95,22,228,190,126,0,9,242,0,113,1
Glenn,2002,365,253,105,7,0,0,122,77,43,0,0,319,0,0,46
Humboldt,2002,211,192,17,2,0,0,123,47,8,0,0,0,0,55,156
Imperial,2002,365,91,207,53,13,1,227,122,67,27,39,250,0,29,20
Inyo,2002,365,159,126,39,10,31,7811,156,60,0,0,273,0,7,85
Kern,2002,365,23,111,99,114,18,216,182,125,0,13,189,0,161,2
Kings,2002,364,154,108,67,35,0,200,147,64,0,62,242,0,46,14
Lake,2002,361,305,49,6,1,0,161,58,37,0,0,353,0,8,0
Lassen,2002,,,,,,,,,,,,,,,
Los Angeles,2002,365,34,152,104,53,22,241,179,99,4,57,160,0,141,3
Madera,2002,362,210,89,48,14,1,205,119,46,0,44,318,0,0,0
Marin,2002,365,349,16,0,0,0,84,43,30,0,176,144,0,41,4
Mariposa,2002,364,157,104,79,24,0,179,140,59,0,0,317,0,42,5
Mendocino,2002,365,341,20,3,1,0,153,48,32,1,48,284,0,26,6
Merced,2002,363,143,90,74,53,3,221,161,71,0,32,284,0,45,2
Modoc,2002,2,2,0,0,0,0,21,21,21,0,0,0,0,2,0
Mono,2002,299,263,28,2,0,6,6401,54,22,1,0,108,0,35,155
Monterey,2002,365,328,36,1,0,0,108,51,37,0,20,315,0,26,4
Napa,2002,360,348,10,2,0,0,140,44,32,2,101,242,0,0,15
Nevada,2002,365,181,96,62,23,3,208,140,51,0,0,345,0,16,4
Orange,2002,365,95,225,42,3,0,169,105,63,0,45,96,0,224,0
Placer,2002,365,195,89,56,21,4,210,136,49,0,103,242,0,18,2
Plumas,2002,363,170,148,45,0,0,147,105,54,0,0,276,0,57,30
Riverside,2002,365,48,133,87,74,23,226,185,101,0,14,197,0,147,7
Sacramento,2002,365,89,173,64,34,5,216,152,74,0,18,234,0,110,3
San Benito,2002,365,257,74,30,4,0,172,100,42,0,0,359,0,6,0
San Bernardino,2002,365,48,151,72,59,35,418,200,90,0,92,213,0,51,9
San Diego,2002,365,50,240,64,11,0,187,117,74,0,38,170,0,155,2
San Francisco,2002,365,273,71,14,7,0,159,73,35,2,84,146,1,131,1
San Joaquin,2002,365,224,103,34,4,0,177,101,46,0,93,177,0,66,29
San Luis Obispo,2002,365,172,150,42,1,0,158,101,52,0,10,180,145,12,18
San Mateo,2002,363,320,40,3,0,0,119,53,35,2,114,186,0,61,0
Santa Barbara,2002,365,200,130,32,3,0,161,100,49,0,0,355,0,9,1
Santa Clara,2002,365,202,132,23,8,0,185,96,47,0,27,195,0,143,0
Santa Cruz,2002,365,328,36,1,0,0,122,51,36,0,2,334,1,22,6
Shasta,2002,365,260,79,26,0,0,147,87,44,0,0,338,0,27,0
Sierra,2002,,,,,,,,,,,,,,,
Siskiyou,2002,352,299,52,1,0,0,115,61,33,0,0,330,0,8,14
Solano,2002,365,292,54,17,2,0,160,77,39,6,54,252,0,53,0
Sonoma,2002,365,317,43,5,0,0,138,56,37,0,53,270,0,42,0
Stanislaus,2002,365,177,107,47,33,1,208,147,53,3,84,220,0,58,0
Sutter,2002,365,224,102,27,12,0,195,101,45,3,80,256,0,20,6
Tehama,2002,268,170,59,32,7,0,174,112,44,0,0,242,0,0,26
Trinity,2002,112,111,1,0,0,0,57,30,12,0,0,0,0,74,38
Tulare,2002,365,46,123,88,97,11,213,177,108,0,15,201,0,149,0
Tuolumne,2002,363,193,74,76,20,0,190,133,48,0,0,363,0,0,0
Ventura,2002,365,145,154,53,11,2,204,119,61,0,28,293,0,44,0
Yolo,2002,365,263,79,17,6,0,164,84,42,0,48,275,0,37,5
Yuba,2002,,,,,,,,,,,,,,,
Alameda,2001,365,290,57,12,6,0,178,68,40,0,116,189,0,60,0
Alpine,2001,,,,,,,,,,,,,,,
Amador,2001,363,248,89,25,1,0,154,93,40,3,0,360,0,0,0
Butte,2001,365,152,162,43,8,0,159,111,56,0,3,253,0,108,1
Calaveras,2001,364,228,91,41,4,0,161,105,44,1,0,347,0,16,0
Colusa,2001,363,234,106,21,2,0,156,87,42,0,0,291,0,39,33
Contra Costa,2001,365,258,80,21,6,0,192,87,44,0,36,215,8,105,1
Del Norte,2001,125,125,0,0,0,0,50,33,14,0,0,0,0,93,32
El Dorado,2001,365,160,119,53,30,3,204,147,58,0,15,339,0,11,0
Fresno,2001,365,23,117,113,91,21,238,190,119,2,9,244,0,110,0
Glenn,2001,364,259,89,16,0,0,147,80,43,0,0,326,0,0,38
Humboldt,2001,323,303,20,0,0,0,94,45,6,0,0,0,0,49,274
Imperial,2001,365,103,191,52,15,4,543,126,65,43,40,225,0,27,30
Inyo,2001,365,155,138,32,6,34,20646,184,58,0,0,281,0,2,82
Kern,2001,365,35,126,101,90,13,210,177,108,0,21,226,0,111,7
Kings,2001,361,157,128,52,23,1,202,133,56,0,44,257,0,41,19
Lake,2001,365,344,21,0,0,0,84,47,37,0,0,361,0,4,0
Lassen,2001,40,35,5,0,0,0,76,54.5,27.5,0,0,0,0,0,40
Los Angeles,2001,365,20,159,127,48,11,230,161,101,2,65,150,2,145,1
Madera,2001,359,213,95,42,9,0,169,119,46,0,44,315,0,0,0
Marin,2001,365,350,15,0,0,0,84,42,30,2,162,158,0,42,1
Mariposa,2001,346,188,91,60,7,0,182,122,48,0,0,335,0,6,5
Mendocino,2001,365,354,10,1,0,0,108,43,31,1,45,291,0,17,11
Merced,2001,357,156,112,62,27,0,200,143,61,0,10,313,0,29,5
Modoc,2001,62,54,8,0,0,0,99,53,22,0,0,0,0,37,25
Mono,2001,356,248,88,16,2,2,4378,93,37,78,0,174,0,40,64
Monterey,2001,365,343,20,2,0,0,129,47,34,0,14,313,0,26,12
Napa,2001,362,347,14,1,0,0,126,44,31,0,108,243,0,0,11
Nevada,2001,365,165,130,50,19,1,201,129,54,0,0,339,0,23,3
Orange,2001,365,112,192,50,11,0,179,115,64,0,55,111,0,199,0
Placer,2001,365,216,88,37,23,1,202,133,46,0,77,270,0,18,0
Plumas,2001,365,281,73,10,1,0,152,70,35,0,0,169,0,101,95
Riverside,2001,365,38,126,99,77,25,500,187,110,0,33,174,0,151,7
Sacramento,2001,365,141,143,56,23,2,203,143,59,2,27,228,0,100,8
San Benito,2001,364,272,72,18,2,0,156,84,42,0,0,361,0,3,0
San Bernardino,2001,365,35,154,91,56,29,241,195,100,0,98,207,0,57,3
San Diego,2001,365,47,227,76,14,1,212,129,77,2,26,159,0,176,2
San Francisco,2001,365,291,61,10,3,0,162,63,36,1,111,128,0,123,2
San Joaquin,2001,365,246,95,19,5,0,166,87,44,2,79,194,0,62,28
San Luis Obispo,2001,365,171,151,41,2,0,167,103,54,0,11,190,150,10,4
San Mateo,2001,365,324,36,4,1,0,159,52,32,3,150,154,0,58,0
Santa Barbara,2001,365,219,108,36,1,1,201,101,48,0,8,344,0,11,2
Santa Clara,2001,365,221,117,15,12,0,177,90,46,0,61,156,0,148,0
Santa Cruz,2001,365,335,28,2,0,0,108,49,35,0,5,324,2,28,6
Shasta,2001,362,270,74,18,0,0,134,84,44,0,0,345,0,17,0
Sierra,2001,,,,,,,,,,,,,,,
Siskiyou,2001,288,287,1,0,0,0,69,26,12.5,0,0,194,0,53,41
Solano,2001,363,302,50,8,3,0,169,64,37,8,52,252,0,50,1
Sonoma,2001,365,322,37,5,1,0,162,54,36,0,53,270,0,41,1
Stanislaus,2001,365,190,128,31,16,0,187,112,50,1,72,229,0,52,11
Sutter,2001,365,240,96,26,3,0,169,97,44,4,60,275,0,20,6
Tehama,2001,279,168,84,27,0,0,150,100,44,0,0,260,0,0,19
Trinity,2001,118,110,8,0,0,0,62,40,13,0,0,0,0,85,33
Tulare,2001,365,99,94,93,77,2,206,166,95,0,17,285,0,58,5
Tuolumne,2001,365,208,108,46,3,0,179,112,45,14,0,351,0,0,0
Ventura,2001,365,147,134,61,21,2,208,137,61,0,32,287,0,46,0
Yolo,2001,365,274,75,14,2,0,169,77,40,0,48,271,0,40,6
Yuba,2001,,,,,,,,,,,,,,,
Alameda,2000,366,293,59,11,2,1,209,70,39,2,115,193,0,56,0
Alpine,2000,,,,,,,,,,,,,,,
Amador,2000,365,237,83,34,11,0,192,112,44,11,0,354,0,0,0
Butte,2000,360,225,88,40,7,0,174,110,44,10,41,261,0,25,23
Calaveras,2000,361,242,71,34,14,0,200,115,38,26,0,310,0,24,1
Colusa,2000,365,306,54,5,0,0,105,61,36,0,0,276,0,30,59
Contra Costa,2000,366,249,93,23,1,0,172,89,43,0,31,213,9,112,1
Del Norte,2000,134,133,1,0,0,0,53,29,14,0,0,0,0,87,47
El Dorado,2000,366,184,107,44,29,2,208,136,50,0,20,332,0,14,0
Fresno,2000,366,50,121,89,88,18,227,183,112,1,24,230,0,110,1
Glenn,2000,366,284,76,6,0,0,126,67,40,0,0,327,0,0,39
Humboldt,2000,77,63,14,0,0,0,76,60,28,0,0,0,0,57,20
Imperial,2000,365,141,171,41,10,2,208,115,59,31,78,178,0,41,37
Inyo,2000,366,184,123,32,4,23,10736,126,50,0,0,283,0,3,80
Kern,2000,366,52,110,95,100,9,213,179,110.5,1,14,229,0,118,4
Kings,2000,364,143,99,77,43,2,205,159,70,0,58,255,0,36,15
Lake,2000,366,350,15,1,0,0,108,44,34,0,0,362,0,4,0
Lassen,2000,33,26,7,0,0,0,63,54,28,0,0,0,0,0,33
Los Angeles,2000,366,27,164,114,51,10,243,159,99,7,92,129,2,134,2
Madera,2000,362,217,98,40,7,0,177,108,45,0,67,295,0,0,0
Marin,2000,363,356,7,0,0,0,61,39,28,3,180,140,0,34,6
Mariposa,2000,362,199,93,58,12,0,187,126,48,0,0,357,0,1,4
Mendocino,2000,366,356,10,0,0,0,72,39,30,8,69,258,0,21,10
Merced,2000,363,157,99,68,36,3,207,151,58,0,15,307,0,37,4
Modoc,2000,74,62,10,2,0,0,107,59,25,0,0,0,0,47,27
Mono,2000,349,327,13,1,0,8,10362,31,11,71,0,0,0,13,265
Monterey,2000,366,339,24,3,0,0,129,47,36,0,14,323,0,18,11
Napa,2000,364,355,9,0,0,0,77,41,31,7,107,245,0,0,5
Nevada,2000,366,162,116,63,22,3,208,136,57,0,0,326,0,32,8
Orange,2000,366,110,200,36,19,1,205,127,62,2,70,98,0,195,1
Placer,2000,366,217,89,41,18,1,202,126,46,0,109,237,0,16,4
Plumas,2000,365,280,77,8,0,0,127,70,41,0,0,302,0,37,26
Riverside,2000,366,51,125,102,76,12,222,172,103.5,0,40,185,1,128,12
Sacramento,2000,366,166,128,42,29,1,203,143,55,8,19,214,0,123,2
San Benito,2000,364,276,66,22,0,0,147,87,40,0,0,359,0,4,1
San Bernardino,2000,366,49,150,75,74,18,246,179,94.5,0,92,209,0,58,7
San Diego,2000,366,73,196,81,15,1,201,133,74,0,44,206,3,111,2
San Francisco,2000,366,277,83,6,0,0,132,66,36,0,119,112,0,135,0
San Joaquin,2000,366,230,102,27,7,0,172,97,44,7,95,196,0,60,8
San Luis Obispo,2000,366,183,143,40,0,0,143,102,50.5,0,21,164,166,12,3
San Mateo,2000,363,331,27,5,0,0,129,48,33,1,173,126,0,60,3
Santa Barbara,2000,366,211,117,36,2,0,154,101,48,0,25,315,0,22,4
Santa Clara,2000,366,228,104,26,8,0,190,97,44,0,75,128,0,163,0
Santa Cruz,2000,366,342,23,1,0,0,126,46,36,0,8,326,0,27,5
Shasta,2000,366,245,95,25,1,0,154,93,44,0,0,354,0,12,0
Sierra,2000,29,29,0,0,0,0,36,30,17,0,0,0,0,0,29
Siskiyou,2000,310,292,17,1,0,0,101,48.5,35.5,0,0,267,0,21,22
Solano,2000,366,290,65,9,2,0,153,67,37,14,61,238,0,53,0
Sonoma,2000,366,324,35,7,0,0,122,54,37,0,54,267,0,43,2
Stanislaus,2000,366,196,111,42,16,1,202,122,49,7,67,213,0,65,14
Sutter,2000,366,241,93,28,4,0,166,100,43,15,45,269,0,23,14
Tehama,2000,320,218,70,30,2,0,156,100.5,39.5,0,0,305,0,0,15
Trinity,2000,81,81,0,0,0,0,46,28,13,0,0,0,0,22,59
Tulare,2000,366,127,79,75,81,4,203,177,85,2,35,269,0,57,3
Tuolumne,2000,362,183,98,61,20,0,197,133,49,4,0,358,0,0,0
Ventura,2000,366,147,135,58,25,1,203,143,59,0,50,273,0,42,1
Yolo,2000,366,273,71,20,2,0,159,84,40,1,47,278,0,36,4
Yuba,2000,,,,,,,,,,,,,,,
